bioguide,candidate_id,cycle,totals_source,active_through,address_city,address_state,address_street_1,address_street_2,address_zip,all_other_loans,candidate_contribution,candidate_election_year,candidate_inactive,candidate_status,cash_on_hand_end_period,contribution_refunds,contributions,coverage_end_date,coverage_start_date,cycles,debts_owed_by_committee,disbursements,district,district_number,election_districts,election_full,election_year,election_years,exempt_legal_accounting_disbursement,federal_funds,federal_funds_flag,first_file_date,fundraising_disbursements,has_raised_funds,incumbent_challenge,incumbent_challenge_full,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,is_election,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_f2_date,last_file_date,last_net_contributions,last_net_operating_expenditures,last_report_type_full,last_report_year,load_date,loan_repayments,loan_repayments_candidate_loans,loan_repayments_other_loans,loans,loans_made_by_candidate,name,net_contributions,net_operating_expenditures,office,office_full,offsets_to_fundraising_expenditures,offsets_to_legal_accounting,offsets_to_operating_expenditures,operating_expenditures,other_disbursements,other_political_committee_contributions,other_receipts,party,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,state,state_full,total_offsets_to_operating_expenditures,transaction_coverage_date,transfers_from_other_authorized_committee,transfers_to_other_authorized_committee,two_year_period
W000814,H2TX14149,2026,candidate,,,,,,,0.0,0.0,2026,,,,6000.0,203820.43,2025-06-30T00:00:00,2025-01-01T00:00:00,,,175160.18,,,,True,,,0.0,0.0,,,0.0,,,,73820.43,72800.0,1020.43,,202507159762901363,866378.33,63527.12,0.0,,,143842.0,66426.22,JULY QUARTERLY,2025,,6504.06,6504.06,0.0,0.0,0.0,,197820.43,145876.82,,,0.0,0.0,2366.42,148243.24,14412.88,130000.0,63331.2,,,0.0,420966.3,1000.0,5000.0,0.0,,,0.0,2025-06-30T00:00:00,151448.25,0.0,
W000822,H4NJ12149,2026,candidate,,,,,,,0.0,0.0,2026,,,,250.0,200211.65,2025-06-30T00:00:00,2025-01-01T00:00:00,,,140646.84,,,,True,,,0.0,0.0,,,0.0,,,,122711.65,83868.5,38843.15,,202507159762991525,98942.9,0.0,0.0,,,104079.14,60975.31,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,199961.65,123059.21,,,0.0,0.0,0.0,123059.21,17337.63,77500.0,0.0,,,0.0,200211.65,250.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
Y000067,H2IN02295,2026,candidate,,,,,,,0.0,0.0,2026,,,,37999.71,1176026.18,2025-06-30T00:00:00,2025-01-01T00:00:00,,,953911.23,,,,True,,,0.0,0.0,,,0.0,,,,668564.69,406109.83,262454.86,,202507159763126236,1214211.06,0.0,0.0,,,535419.35,449774.95,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1138026.47,814911.52,,,0.0,0.0,0.0,814911.52,101000.0,507461.49,3426.86,,,0.0,1558542.99,37999.71,0.0,0.0,,,0.0,2025-06-30T00:00:00,379089.95,0.0,
A000369,H2NV02395,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,230874.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,158874.53,,,,True,,,0.0,0.0,,,0.0,,,,132624.44,131850.0,774.44,,202507159763460417,433040.52,9000.0,0.0,,,88360.0,70179.82,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,230874.44,158874.53,,,0.0,0.0,0.0,158874.53,0.0,98250.0,0.0,,,0.0,230874.44,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
A000375,H6TX19099,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,608361.93,2025-06-30T00:00:00,2025-01-01T00:00:00,,,552000.63,,,,True,,,0.0,0.0,,,0.0,,,,215361.93,206655.95,8705.98,,202507159762847809,2697354.61,0.0,0.0,,,277768.34,228662.5,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,608361.93,513723.46,,,0.0,0.0,1018.5,514741.96,37258.67,393000.0,14778.48,,,0.0,1365158.91,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,741000.0,0.0,
A000382,S4MD00327,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000825,H0CO03165,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,409902.98,2025-06-30T00:00:00,2025-01-01T00:00:00,,,423963.6,,,,True,,,0.0,0.0,,,0.0,,,,360902.98,130866.64,230036.34,,202507159763099138,174076.8,0.0,0.0,,,117163.94,247555.07,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,409902.98,423275.84,,,0.0,0.0,687.76,423963.6,0.0,49000.0,0.0,,,0.0,438895.35,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,28304.61,0.0,
B001257,H6FL09070,2026,candidate,,,,,,,0.0,0.0,2026,,,,40.9,364469.22,2025-06-30T00:00:00,2025-01-01T00:00:00,,,212566.41,,,,True,,,0.0,0.0,,,0.0,,,,157219.21,154111.52,3107.69,,202507149762782183,293999.58,0.0,0.0,,,141833.79,88676.28,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,364428.32,179276.81,,,0.0,0.0,3748.7,183025.51,29500.0,207250.01,0.0,,,0.0,385148.95,40.9,0.0,0.0,,,0.0,2025-06-30T00:00:00,16931.03,0.0,
B001277,S0CT00177,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001285,H2CA00120,2026,candidate,,,,,,,0.0,0.0,2026,,,,110.0,265389.6,2025-06-30T00:00:00,2025-01-01T00:00:00,,,172090.83,,,,True,,,0.0,0.0,,,0.0,,,,140389.6,120024.0,20365.6,,202507159762873466,1051634.07,0.0,0.0,,,116560.47,66646.0,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,265279.6,130450.83,,,0.0,0.0,0.0,130450.83,41530.0,125000.0,15978.17,,,0.0,281367.77,110.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
B001292,H4VA08224,2026,candidate,,,,,,,0.0,0.0,2026,,,,1057.0,645732.61,2025-06-30T00:00:00,2025-01-01T00:00:00,,,521470.54,,,,True,,,0.0,0.0,,,0.0,,,,491732.61,446218.0,45514.61,,202507159762907667,681353.03,0.0,0.0,,,342744.08,198528.03,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,644675.61,325885.26,,,0.0,0.0,28.28,325913.54,194500.0,154000.0,0.0,,,0.0,645760.89,1057.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
B001299,H6IN03229,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001303,H6DE00206,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001309,H8TN02119,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,144631.76,2025-06-30T00:00:00,2025-01-01T00:00:00,,,285423.16,,,,True,,,0.0,0.0,,,0.0,,,,130131.76,58702.2,71429.56,,202507159763464680,593278.54,10053.68,0.0,,,65115.95,131573.51,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,144631.76,266570.92,,,0.0,0.0,1137.24,267708.16,17715.0,14500.0,4742.62,,,0.0,150511.62,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
B001316,H2MO07143,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,471549.84,2025-06-30T00:00:00,2025-01-01T00:00:00,,,325964.92,,,,True,,,0.0,0.0,,,0.0,,,,398549.84,107596.36,290953.48,,202507159763187378,752809.39,0.0,0.0,,,279918.02,154863.43,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,471549.84,325917.24,,,0.0,0.0,0.0,325917.24,47.68,73000.0,5836.9,,,0.0,477386.74,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
B001321,H2MI07123,2026,candidate,,,,,,,0.0,0.0,2026,,,,9088.31,1463138.77,2025-06-30T00:00:00,2025-01-01T00:00:00,,,509259.64,,,,True,,,0.0,0.0,,,0.0,,,,791014.54,411647.12,379367.42,,202507159763524831,1459002.07,23029.24,0.0,,,649806.49,349859.85,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1454050.46,500171.33,,,0.0,0.0,0.0,500171.33,0.0,667124.23,0.0,,,5000.0,1946161.83,9088.31,0.0,0.0,,,0.0,2025-06-30T00:00:00,483023.06,0.0,
B001325,H4SC01313,2026,candidate,,,,,,,0.0,0.0,2026,,,,3501.73,126544.84,2025-06-30T00:00:00,2025-01-01T00:00:00,,,117143.12,,,,True,,,0.0,0.0,,,0.0,,,,30819.34,30041.02,778.32,,202507159762881788,140112.07,395000.0,0.0,,,73759.25,64785.81,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,123043.11,107231.77,,,0.0,0.0,5829.62,113061.39,580.0,95725.5,0.0,,,0.0,153169.93,1.73,3500.0,0.0,,,0.0,2025-06-30T00:00:00,20795.47,0.0,
C000127,S8WA00194,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001039,H0FL03175,2026,candidate,,,,,,,0.0,0.0,2026,,,,250.0,554916.62,2025-06-30T00:00:00,2025-01-01T00:00:00,,,653386.04,,,,True,,,0.0,0.0,,,0.0,,,,266416.62,138127.78,128288.84,,202507249764212708,629717.87,0.0,0.0,,,266973.02,278315.81,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,554666.62,634328.38,,,0.0,0.0,376.91,634705.29,0.0,288500.0,0.0,,,0.0,727553.01,250.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,172259.48,18430.75,
C001055,H2HI02128,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,262981.69,2025-06-30T00:00:00,2025-01-01T00:00:00,,,75490.76,,,,True,,,0.0,0.0,,,0.0,,,,131981.69,130732.6,1249.09,,202507119762768876,504149.01,0.0,0.0,,,132560.69,25350.91,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,262981.69,75490.76,,,0.0,0.0,0.0,75490.76,0.0,131000.0,0.0,,,0.0,262981.69,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001063,H2TX23082,2026,candidate,,,,,,,0.0,4500.0,2026,,,,28.0,421854.58,2025-06-30T00:00:00,2025-01-01T00:00:00,,,331578.12,,,,True,,,0.0,0.0,,,0.0,,,,257554.58,253688.47,3866.11,,202507159763384122,359215.28,200000.0,0.0,,,241367.57,202357.48,JULY QUARTERLY,2025,,0.0,0.0,0.0,200000.0,200000.0,,421826.58,326766.12,,,0.0,0.0,4088.5,330854.62,695.5,159800.0,141.41,,,0.0,642834.49,28.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,16750.0,0.0,
C001069,H2CT02112,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,160227.06,2025-06-30T00:00:00,2025-01-01T00:00:00,,,165525.96,,,,True,,,0.0,0.0,,,0.0,,,,71227.06,35815.0,35412.06,,202507159762928619,348146.78,0.0,0.0,,,72586.06,78476.2,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,160227.06,148312.92,,,0.0,0.0,2213.04,150525.96,15000.0,89000.0,121.14,,,0.0,162561.24,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001087,H0AR01083,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,231619.43,2025-06-30T00:00:00,2025-01-01T00:00:00,,,165304.03,,,,True,,,0.0,0.0,,,0.0,,,,92119.43,92000.0,119.43,,202507159762865845,913313.25,0.0,0.0,,,115410.0,56451.8,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,231619.43,125304.03,,,0.0,0.0,0.0,125304.03,40000.0,139500.0,16170.99,,,0.0,247790.42,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001096,H0ND01026,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001108,H6KY01110,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,515729.81,2025-06-30T00:00:00,2025-01-01T00:00:00,,,509388.95,,,,True,,,0.0,0.0,,,0.0,,,,391729.81,174582.74,217147.07,,202507159762926265,3215753.18,0.0,0.0,,,256492.88,86327.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,515729.81,349199.15,,,0.0,0.0,189.8,349388.95,160000.0,124000.0,0.0,,,0.0,515919.61,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001114,H8UT03238,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001118,H8VA06104,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,351405.53,2025-06-30T00:00:00,2025-01-01T00:00:00,,,251749.35,,,,True,,,0.0,0.0,,,0.0,,,,174745.44,173030.0,1715.44,,202507159763271061,427978.21,0.0,0.0,,,230274.46,54598.69,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,351405.53,119749.35,,,0.0,0.0,0.0,119749.35,132000.0,176660.09,0.0,,,0.0,351405.53,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001123,H8CA39174,2026,candidate,,,,,,,0.0,0.0,2026,,,,11.0,140112.52,2025-06-30T00:00:00,2025-01-01T00:00:00,,,126657.75,,,,True,,,0.0,0.0,,,0.0,,,,35862.52,32621.0,3241.52,,202507159763152214,55641.08,5467680.0,0.0,,,77075.09,72921.61,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,140101.52,125538.27,,,0.0,0.0,1108.48,126646.75,0.0,104250.0,1002.0,,,0.0,142223.0,11.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
C001129,H4GA10071,2026,candidates,2026,JACKSON,GA,170 PRATT SMITH ROAD,,30233,,,2026,False,C,0.00,,,,,"[2014, 2016, 2018, 2020, 2022, 2024, 2026]",0.00,0.0,10,10,"['10', '10', '10', '10']",,2026,"[2014, 2022, 2024, 2026]",,,False,2013-05-09,,False,I,Incumbent,,0.0,,True,,,,,2025-05-22,2025-05-22,,,,,2025-05-22T21:01:03,,,,,,"COLLINS, MICHAEL A JR",,,H,House,,,,,,0.0,,REP,REPUBLICAN PARTY,,0.0,,,,GA,Georgia,,,0.0,,2026
C001133,H2AZ02360,2026,candidate,,,,,,,0.0,0.0,2026,,,,14704.07,1283898.49,2025-06-30T00:00:00,2025-01-01T00:00:00,,,584469.75,,,,True,,,0.0,0.0,,,0.0,,,,618671.46,527108.51,91562.95,,202507159762969959,1964437.45,0.0,0.0,,,610850.11,317190.47,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1269194.42,551745.13,,,0.0,0.0,10163.02,561908.15,7857.53,660227.03,0.0,,,5000.0,2312346.31,12203.92,2500.15,0.0,,,0.0,2025-06-30T00:00:00,1018284.8,0.0,
D000096,H4IL07037,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,54446.28,2025-06-30T00:00:00,2025-01-01T00:00:00,,,45880.59,,,,True,,,0.0,0.0,,,0.0,,,,29345.28,26225.0,3120.28,,202507159762846211,114932.42,66454.71,0.0,,,46445.28,21715.46,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,54446.28,44930.59,,,0.0,0.0,0.0,44930.59,950.0,25101.0,11.63,,,0.0,54457.91,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
D000399,H4TX10028,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,130109.34,2025-06-30T00:00:00,2025-01-01T00:00:00,,,151641.74,,,,True,,,0.0,0.0,,,0.0,,,,22859.34,19900.0,2959.34,,202507159763548402,6206295.68,0.0,0.0,,,67959.45,48849.85,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,130109.34,64641.74,,,0.0,0.0,0.0,64641.74,87000.0,107250.0,0.0,,,0.0,130109.34,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
D000600,H2FL25018,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,562810.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,502135.72,,,,True,,,0.0,0.0,,,0.0,,,,302310.44,302199.0,111.44,,202507149762818741,1879994.92,0.0,0.0,,,215020.0,91648.97,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,562810.44,252135.72,,,0.0,0.0,0.0,252135.72,250000.0,260500.0,0.0,,,0.0,562810.44,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
D000622,H6IL06141,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000628,H6FL02208,2026,candidate,,,,,,,0.0,0.0,2026,,,,1506.0,325442.88,2025-06-30T00:00:00,2025-01-01T00:00:00,,,189892.79,,,,True,,,0.0,0.0,,,0.0,,,,89942.88,82007.0,7935.88,,202507159763154205,307745.54,0.0,0.0,,,164678.45,86210.52,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,323936.88,158337.86,,,0.0,0.0,0.0,158337.86,30048.93,235500.0,0.01,,,0.0,408180.35,1506.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,82737.46,0.0,
D000635,H4OR03192,2026,candidate,,,,,,,0.0,0.0,2026,,,,12.5,363628.97,2025-06-30T00:00:00,2025-01-01T00:00:00,,,197518.99,,,,True,,,0.0,0.0,,,0.0,,,,229028.97,203470.0,25558.97,,202507159763447205,189390.06,0.0,0.0,,,166406.28,125122.0,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,363616.47,181507.08,,,0.0,0.0,793.71,182300.79,15205.7,134600.0,0.0,,,0.0,364422.68,12.5,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
E000294,H4MN06087,2026,candidate,,,,,,,0.0,0.0,2026,,,,635.0,1459372.49,2025-06-30T00:00:00,2025-01-01T00:00:00,,,1794187.13,,,,True,,,0.0,0.0,,,0.0,,,,562622.49,438670.25,123952.24,,202507159763340195,3797728.33,0.0,0.0,,,826855.64,689173.49,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1458737.49,1208593.31,,,0.0,0.0,2958.82,1211552.13,582000.0,896750.0,756.35,,,0.0,3903463.63,635.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,2440375.97,0.0,
E000298,H8KS04112,2026,candidate,,,,,,,0.0,0.0,2026,,,,121.81,436556.95,2025-06-30T00:00:00,2025-01-01T00:00:00,,,439950.28,,,,True,,,0.0,0.0,,,0.0,,,,77056.95,74751.0,2305.95,,202507159763307367,1395486.27,0.0,0.0,,,279843.74,187144.76,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,436435.14,256803.29,,,0.0,0.0,375.18,257178.47,182650.0,359500.0,24864.68,,,0.0,637160.51,121.81,0.0,0.0,,,0.0,2025-06-30T00:00:00,175363.7,0.0,
F000246,H0TX04219,2026,candidate,,,,,,,0.0,0.0,2026,,,,12750.0,144467.63,2025-06-30T00:00:00,2025-01-01T00:00:00,,,78602.52,,,,True,,,0.0,0.0,,,0.0,,,,72867.63,72223.19,644.44,,202507159763040176,746144.43,25000.0,0.0,,,86990.74,7452.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,131717.63,33968.44,,,0.0,0.0,284.08,34252.52,25000.0,71600.0,0.0,,,0.0,164668.68,10250.0,2500.0,0.0,,,0.0,2025-06-30T00:00:00,19916.97,6600.0,
F000459,H0TN03254,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,802771.43,2025-06-30T00:00:00,2025-01-01T00:00:00,,,224307.84,,,,True,,,0.0,0.0,,,0.0,,,,602471.43,602435.0,36.43,,202507149762804599,3904683.45,0.0,0.0,,,374677.0,169777.7,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,802771.43,224307.84,,,0.0,0.0,0.0,224307.84,0.0,0.0,69167.78,,,200300.0,871939.21,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
F000468,H8TX07140,2026,candidate,,,,,,,0.0,0.0,2026,,,,333.33,293214.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,248811.55,,,,True,,,0.0,0.0,,,0.0,,,,116214.44,101302.91,14911.53,,202507159763200575,1637291.03,0.0,0.0,,,173826.41,107595.87,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,292881.11,187766.35,,,0.0,0.0,3298.65,191065.0,57413.22,177000.0,7927.7,,,0.0,569440.79,333.33,0.0,0.0,,,0.0,2025-06-30T00:00:00,265000.0,0.0,
F000472,H0FL15104,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,176203.37,2025-06-30T00:00:00,2025-01-01T00:00:00,,,124336.41,,,,True,,,0.0,0.0,,,0.0,,,,74703.37,73725.0,978.37,,202507159763503039,586190.11,351500.0,0.0,,,92472.93,43453.21,JULY QUARTERLY,2025,,38500.0,38500.0,0.0,0.0,0.0,,176203.37,65586.41,,,0.0,0.0,250.0,65836.41,0.0,101500.0,4177.67,,,0.0,228631.04,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,48000.0,20000.0,
F000477,H2NC06114,2026,candidate,,,,,,,0.0,0.0,2026,,,,58.0,134048.15,2025-06-30T00:00:00,2025-01-01T00:00:00,,,124220.58,,,,True,,,0.0,0.0,,,0.0,,,,63148.15,42729.0,20419.15,,202507159763383693,95930.36,0.0,0.0,,,64787.5,54212.59,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,133990.15,117917.38,,,0.0,0.0,407.2,118324.58,5838.0,70900.0,0.0,,,0.0,134455.35,58.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
F000481,H4AL02170,2026,candidate,,,,,,,0.0,0.0,2026,,,,50.0,327605.03,2025-06-30T00:00:00,2025-01-01T00:00:00,,,166879.6,,,,True,,,0.0,0.0,,,0.0,,,,78555.03,56135.0,22420.03,,202507159763339148,186063.72,12000.0,0.0,,,133486.22,112953.26,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,327555.03,158100.18,,,0.0,0.0,2229.42,160329.6,6500.0,249050.0,0.0,,,0.0,329834.45,50.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000359,S0SC00149,2026,candidate,,,,,,,0.0,0.0,2026,,,,1372046.64,12122448.85,2025-06-30T00:00:00,2021-01-01T00:00:00,,,14254882.49,,,,True,,,0.0,0.0,,,0.0,,,,11570409.14,5567202.53,6003206.61,,202301319575635328,15616790.64,0.0,0.0,,,326173.21,1771517.23,YEAR-END,2025,,0.0,0.0,0.0,0.0,0.0,,10750402.21,11730820.31,,,0.0,0.0,433689.22,12164509.53,328326.32,552039.71,2739772.39,,,0.0,17380215.38,1368546.64,3500.0,0.0,,,0.0,2025-06-30T00:00:00,2084304.92,390000.0,
G000555,H6NY20167,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000568,H0VA09055,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,389944.98,2025-06-30T00:00:00,2025-01-01T00:00:00,,,386372.85,,,,True,,,0.0,0.0,,,0.0,,,,67944.98,66652.05,1292.93,,202507159762851081,474341.68,0.0,0.0,,,190583.13,91399.51,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,389944.98,142772.85,,,0.0,0.0,0.0,142772.85,243600.0,322000.0,6880.85,,,0.0,396825.83,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000583,H6NJ05171,2026,candidate,,,,,,,0.0,0.0,2026,,,,-387.14,175061.51,2025-06-30T00:00:00,2025-01-01T00:00:00,,,12128478.09,,,,True,,,0.0,0.0,,,0.0,,,,86561.51,82403.71,4157.8,,202507159763509032,8894429.07,0.0,0.0,,,75903.07,210740.3,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,175448.65,285375.4,,,0.0,0.0,0.9,285376.3,11843488.93,88500.0,135150.62,,,0.0,310414.1,362.86,-750.0,0.0,,,0.0,2025-06-30T00:00:00,201.07,0.0,
G000589,H8TX05144,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,344372.45,2025-06-30T00:00:00,2025-01-01T00:00:00,,,204537.23,,,,True,,,0.0,0.0,,,0.0,,,,169501.0,166451.0,3050.0,,202507159763518927,1004374.23,0.0,0.0,,,216688.5,94760.37,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,344372.45,204537.23,,,0.0,0.0,0.0,204537.23,0.0,174871.45,17534.53,,,0.0,491554.5,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,129647.52,0.0,
G000594,H0TX35015,2026,candidate,,,,,,,0.0,0.0,2026,,,,6600.0,588126.36,2025-06-30T00:00:00,2025-01-01T00:00:00,,,284562.63,,,,True,,,0.0,0.0,,,0.0,,,,316626.36,288322.97,28303.39,,202507159762920096,2363467.33,126870.47,0.0,,,325027.03,127126.58,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,581526.36,277962.63,,,0.0,0.0,0.0,277962.63,0.0,271500.0,5116.13,,,0.0,1189043.04,6600.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,595800.55,0.0,
G000599,H2NY10308,2026,candidate,,,,,,,0.0,0.0,2026,,,,442.0,403603.93,2025-06-30T00:00:00,2025-01-01T00:00:00,,,474069.84,,,,True,,,0.0,0.0,,,0.0,,,,350853.93,253704.64,97149.29,,202507159763462856,1071982.97,4888468.2,0.0,,,160959.66,202651.88,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,403161.93,422377.84,,,0.0,0.0,0.0,422377.84,51250.0,52750.0,0.0,,,0.0,613803.93,442.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,210200.0,0.0,
G000603,H4TX26149,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,228124.16,2025-06-30T00:00:00,2025-01-01T00:00:00,,,125793.52,,,,True,,,0.0,0.0,,,0.0,,,,119824.16,73049.36,46774.8,,202507159763382881,287356.41,522195.78,0.0,,,152105.24,62724.57,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,228124.16,122251.96,,,0.0,0.0,1384.07,123636.03,0.0,108300.0,0.0,,,0.0,285326.53,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,55818.3,2157.49,
