county,precinct,office,district,candidate,party,votes,election_day,absentee
Huron,"Huron Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Lake Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Lincoln Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"McKinley Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Meade Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"Oliver Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"Paris Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Pointe Aux Barques Township,",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Port Austin Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Rubicon Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Sand Beach Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Sebewaing Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"Sheridan Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Sherman Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Sigel Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"Verona Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Huron,"Winsor Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Huron,"City of Bad Axe, Precinct 1",Straight Party,,Working Class,WCP,4,,
Huron,"City of Caseville, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"City of Harbor Beach, Precinct 1",Straight Party,,Working Class,WCP,3,,
Huron,"Bingham Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"Bloomfield Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Brookfield Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Caseville Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Chandler Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Colfax Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Dwight Township, Precinct 1",Straight Party,,Working Class,WCP,3,,
Huron,"Fairhaven Township, Precinct 1",Straight Party,,Working Class,WCP,3,,
Huron,"Gore Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Grant Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Hume Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Huron Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Lake Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"Lincoln Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"McKinley Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Meade Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"Oliver Township, Precinct 1",Straight Party,,Working Class,WCP,4,,
Huron,"Paris Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Pointe Aux Barques Township,",Straight Party,,Working Class,WCP,0,,
Huron,"Port Austin Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Huron,"Rubicon Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Sand Beach Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Sebewaing Township, Precinct 1",Straight Party,,Working Class,WCP,5,,
Huron,"Sheridan Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Huron,"Sherman Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Sigel Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Verona Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"Winsor Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Huron,"City of Bad Axe, Precinct 1",Straight Party,,Green,GRN,3,,
Huron,"City of Caseville, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"City of Harbor Beach, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Bingham Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Bloomfield Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Brookfield Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Caseville Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Chandler Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Colfax Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Dwight Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Fairhaven Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Gore Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Grant Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Hume Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Huron Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Lake Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Lincoln Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"McKinley Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Meade Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Oliver Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Paris Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Pointe Aux Barques Township,",Straight Party,,Green,GRN,0,,
Huron,"Port Austin Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Rubicon Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Sand Beach Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Sebewaing Township, Precinct 1",Straight Party,,Green,GRN,1,,
Huron,"Sheridan Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Sherman Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Sigel Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Verona Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"Winsor Township, Precinct 1",Straight Party,,Green,GRN,0,,
Huron,"City of Bad Axe, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"City of Caseville, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"City of Harbor Beach, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"Bingham Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Bloomfield Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"Brookfield Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Caseville Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Chandler Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Colfax Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"Dwight Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Fairhaven Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Gore Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Grant Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"Hume Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Huron Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Lake Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Lincoln Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"McKinley Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Meade Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Oliver Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Paris Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Pointe Aux Barques Township,",Straight Party,,Natural Law,NLP,0,,
Huron,"Port Austin Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Huron,"Rubicon Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Sand Beach Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Sebewaing Township, Precinct 1",Straight Party,,Natural Law,NLP,2,,
Huron,"Sheridan Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Sherman Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Sigel Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Verona Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"Winsor Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Gretchen Whitmer,DEM,500,,
Huron,"City of Caseville, Precinct 1",Governor,,Gretchen Whitmer,DEM,177,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Gretchen Whitmer,DEM,288,,
Huron,"Bingham Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,300,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,49,,
Huron,"Brookfield Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,77,,
Huron,"Caseville Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,477,,
Huron,"Chandler Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,47,,
Huron,"Colfax Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,243,,
Huron,"Dwight Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,116,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,138,,
Huron,"Gore Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,28,,
Huron,"Grant Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,95,,
Huron,"Hume Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,153,,
Huron,"Huron Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,49,,
Huron,"Lake Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,216,,
Huron,"Lincoln Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,106,,
Huron,"McKinley Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,81,,
Huron,"Meade Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,140,,
Huron,"Oliver Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,193,,
Huron,"Paris Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,52,,
Huron,"Pointe Aux Barques Township,",Governor,,Gretchen Whitmer,DEM,11,,
Huron,"Port Austin Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,348,,
Huron,"Rubicon Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,111,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,164,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,373,,
Huron,"Sheridan Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,78,,
Huron,"Sherman Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,168,,
Huron,"Sigel Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,52,,
Huron,"Verona Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,196,,
Huron,"Winsor Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,284,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Tudor M. Dixon,REP,614,,
Huron,"City of Caseville, Precinct 1",Governor,,Tudor M. Dixon,REP,217,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Tudor M. Dixon,REP,365,,
Huron,"Bingham Township, Precinct 1",Governor,,Tudor M. Dixon,REP,472,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Tudor M. Dixon,REP,129,,
Huron,"Brookfield Township, Precinct 1",Governor,,Tudor M. Dixon,REP,213,,
Huron,"Caseville Township, Precinct 1",Governor,,Tudor M. Dixon,REP,577,,
Huron,"Chandler Township, Precinct 1",Governor,,Tudor M. Dixon,REP,146,,
Huron,"Colfax Township, Precinct 1",Governor,,Tudor M. Dixon,REP,492,,
Huron,"Dwight Township, Precinct 1",Governor,,Tudor M. Dixon,REP,186,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Tudor M. Dixon,REP,300,,
Huron,"Gore Township, Precinct 1",Governor,,Tudor M. Dixon,REP,52,,
Huron,"Grant Township, Precinct 1",Governor,,Tudor M. Dixon,REP,241,,
Huron,"Hume Township, Precinct 1",Governor,,Tudor M. Dixon,REP,274,,
Huron,"Huron Township, Precinct 1",Governor,,Tudor M. Dixon,REP,137,,
Huron,"Lake Township, Precinct 1",Governor,,Tudor M. Dixon,REP,235,,
Huron,"Lincoln Township, Precinct 1",Governor,,Tudor M. Dixon,REP,217,,
Huron,"McKinley Township, Precinct 1",Governor,,Tudor M. Dixon,REP,140,,
Huron,"Meade Township, Precinct 1",Governor,,Tudor M. Dixon,REP,180,,
Huron,"Oliver Township, Precinct 1",Governor,,Tudor M. Dixon,REP,339,,
Huron,"Paris Township, Precinct 1",Governor,,Tudor M. Dixon,REP,166,,
Huron,"Pointe Aux Barques Township,",Governor,,Tudor M. Dixon,REP,5,,
Huron,"Port Austin Township, Precinct 1",Governor,,Tudor M. Dixon,REP,472,,
Huron,"Rubicon Township, Precinct 1",Governor,,Tudor M. Dixon,REP,276,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Tudor M. Dixon,REP,450,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Tudor M. Dixon,REP,827,,
Huron,"Sheridan Township, Precinct 1",Governor,,Tudor M. Dixon,REP,179,,
Huron,"Sherman Township, Precinct 1",Governor,,Tudor M. Dixon,REP,369,,
Huron,"Sigel Township, Precinct 1",Governor,,Tudor M. Dixon,REP,192,,
Huron,"Verona Township, Precinct 1",Governor,,Tudor M. Dixon,REP,395,,
Huron,"Winsor Township, Precinct 1",Governor,,Tudor M. Dixon,REP,538,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Mary Buzuma,LIB,11,,
Huron,"City of Caseville, Precinct 1",Governor,,Mary Buzuma,LIB,2,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Mary Buzuma,LIB,10,,
Huron,"Bingham Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Mary Buzuma,LIB,2,,
Huron,"Brookfield Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Caseville Township, Precinct 1",Governor,,Mary Buzuma,LIB,18,,
Huron,"Chandler Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Colfax Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Dwight Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Gore Township, Precinct 1",Governor,,Mary Buzuma,LIB,0,,
Huron,"Grant Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,,
Huron,"Hume Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Huron Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Lake Township, Precinct 1",Governor,,Mary Buzuma,LIB,2,,
Huron,"Lincoln Township, Precinct 1",Governor,,Mary Buzuma,LIB,2,,
Huron,"McKinley Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Meade Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Oliver Township, Precinct 1",Governor,,Mary Buzuma,LIB,4,,
Huron,"Paris Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Pointe Aux Barques Township,",Governor,,Mary Buzuma,LIB,2,,
Huron,"Port Austin Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Rubicon Township, Precinct 1",Governor,,Mary Buzuma,LIB,0,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Mary Buzuma,LIB,4,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Mary Buzuma,LIB,18,,
Huron,"Sheridan Township, Precinct 1",Governor,,Mary Buzuma,LIB,2,,
Huron,"Sherman Township, Precinct 1",Governor,,Mary Buzuma,LIB,5,,
Huron,"Sigel Township, Precinct 1",Governor,,Mary Buzuma,LIB,1,,
Huron,"Verona Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Huron,"Winsor Township, Precinct 1",Governor,,Mary Buzuma,LIB,9,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Donna Brandenburg,UST,12,,
Huron,"City of Caseville, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Huron,"Bingham Township, Precinct 1",Governor,,Donna Brandenburg,UST,10,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Brookfield Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Huron,"Caseville Township, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Huron,"Chandler Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Huron,"Colfax Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Huron,"Dwight Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Huron,"Gore Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Huron,"Grant Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Huron,"Hume Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Huron,"Huron Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Lake Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Huron,"Lincoln Township, Precinct 1",Governor,,Donna Brandenburg,UST,6,,
Huron,"McKinley Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Meade Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Huron,"Oliver Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Paris Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Pointe Aux Barques Township,",Governor,,Donna Brandenburg,UST,0,,
Huron,"Port Austin Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Huron,"Rubicon Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Huron,"Sheridan Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Sherman Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,,
Huron,"Sigel Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Huron,"Verona Township, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Huron,"Winsor Township, Precinct 1",Governor,,Donna Brandenburg,UST,4,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Kevin Hogan,GRN,7,,
Huron,"City of Caseville, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Huron,"Bingham Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Brookfield Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Caseville Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Chandler Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Colfax Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Dwight Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Gore Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Grant Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Hume Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Huron Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Lake Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Lincoln Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"McKinley Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Meade Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Oliver Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Huron,"Paris Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Pointe Aux Barques Township,",Governor,,Kevin Hogan,GRN,0,,
Huron,"Port Austin Township, Precinct 1",Governor,,Kevin Hogan,GRN,5,,
Huron,"Rubicon Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Huron,"Sheridan Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Huron,"Sherman Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Huron,"Sigel Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Huron,"Verona Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Huron,"Winsor Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"City of Caseville, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"Bingham Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Brookfield Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Caseville Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Huron,"Chandler Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Huron,"Colfax Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Dwight Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Gore Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Grant Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Hume Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Huron Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Lake Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Lincoln Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Huron,"McKinley Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Meade Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"Oliver Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,4,,
Huron,"Paris Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Pointe Aux Barques Township,",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Port Austin Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Huron,"Rubicon Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,6,,
Huron,"Sheridan Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Sherman Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Sigel Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Huron,"Verona Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"Winsor Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Huron,"City of Bad Axe, Precinct 1",Governor,,Write-ins,,2,,
Huron,"City of Caseville, Precinct 1",Governor,,Write-ins,,1,,
Huron,"City of Harbor Beach, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Bingham Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Bloomfield Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Brookfield Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Caseville Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Chandler Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Colfax Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Dwight Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Fairhaven Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Gore Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Grant Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Hume Township, Precinct 1",Governor,,Write-ins,,1,,
Huron,"Huron Township, Precinct 1",Governor,,Write-ins,,2,,
Huron,"Lake Township, Precinct 1",Governor,,Write-ins,,1,,
Huron,"Lincoln Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"McKinley Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Meade Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Oliver Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Paris Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Pointe Aux Barques Township,",Governor,,Write-ins,,0,,
Huron,"Port Austin Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Rubicon Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Sand Beach Township, Precinct 1",Governor,,Write-ins,,2,,
Huron,"Sebewaing Township, Precinct 1",Governor,,Write-ins,,2,,
Huron,"Sheridan Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Sherman Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Sigel Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Verona Township, Precinct 1",Governor,,Write-ins,,0,,
Huron,"Winsor Township, Precinct 1",Governor,,Write-ins,,2,,
Huron,"City of Bad Axe, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,502,,
Huron,"City of Caseville, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,185,,
Huron,"City of Harbor Beach, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,296,,
Huron,"Bingham Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,328,,
Huron,"Bloomfield Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,52,,
Huron,"Brookfield Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,99,,
Huron,"Caseville Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,509,,
Huron,"Chandler Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,50,,
Huron,"Colfax Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,256,,
Huron,"Dwight Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,125,,
Huron,"Fairhaven Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,153,,
Huron,"Gore Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,31,,
Huron,"Grant Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,112,,
Huron,"Hume Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,178,,
