county,precinct,office,district,candidate,party,votes,election_day,absentee
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,2,Max Riekse,LIB,11,,
Ottawa,"City of Holland, Ward 2, Precinct 5",State House,90,Christopher P. Banks,DEM,704,,
Ottawa,"City of Holland, Ward 2, Precinct 5",State House,90,Bradley Slagh,REP,398,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Libertarian Party,LIB,8,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Republican Party,REP,224,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Democratic Party,DEM,405,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",Straight Party,,Green Party,GRN,4,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Valerie L. Willis,UST,5,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Doug Dern,NLP,1,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Marcia Squier,GRN,13,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,Gary Peters,DEM,729,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. Senate,,John James,REP,382,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Rocky De La Fuente Darcy Richardson,NLP,2,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Don Blankenship William Mohr,UST,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Howie Hawkins Angela Walker,GRN,4,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Brian T. Carroll,,7,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Joseph R. Biden Kamala D. Harris,DEM,906,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Donald J. Trump Michael R. Pence,REP,363,,
Ottawa,"City of Holland, Ward 3, Precinct 6",President,,Jo Jorgensen Jeremy Cohen,LIB,31,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,2,Gerald T. Van Sickle,UST,1,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,2,Jean-Michel Creviere,GRN,9,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,2,Max Riekse,LIB,16,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,2,Bill Huizenga,REP,411,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,2,Bryan Berghoef,DEM,863,,
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,90,Bradley Slagh,REP,419,,
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,90,Christopher P. Banks,DEM,844,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Libertarian Party,LIB,9,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Republican Party,REP,253,,
Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Democratic Party,DEM,522,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Valerie L. Willis,UST,18,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Marcia Squier,GRN,12,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Doug Dern,NLP,4,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,Gary Peters,DEM,852,,
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. Senate,,John James,REP,417,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Brian T. Carroll,,1,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Don Blankenship William Mohr,UST,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Rocky De La Fuente Darcy Richardson,NLP,2,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Howie Hawkins Angela Walker,GRN,9,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Jo Jorgensen Jeremy Cohen,LIB,24,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Joseph R. Biden Kamala D. Harris,DEM,629,,
Ottawa,"City of Holland, Ward 3, Precinct 7",President,,Donald J. Trump Michael R. Pence,REP,439,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,2,Jean-Michel Creviere,GRN,16,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,2,Gerald T. Van Sickle,UST,8,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,2,Max Riekse,LIB,18,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,2,Bill Huizenga,REP,492,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,2,Bryan Berghoef,DEM,554,,
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,90,Christopher P. Banks,DEM,562,,
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,90,Bradley Slagh,REP,498,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Libertarian Party,LIB,2,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Working Class Party,WCP,6,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Natural Law Party,NLP,2,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,U.S. Taxpayers Party,UST,2,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Democratic Party,DEM,362,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Republican Party,REP,311,,
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Green Party,GRN,7,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Valerie L. Willis,UST,19,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Doug Dern,NLP,5,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Marcia Squier,GRN,14,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,John James,REP,472,,
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. Senate,,Gary Peters,DEM,577,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Brian T. Carroll,,2,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Don Blankenship William Mohr,UST,2,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Rocky De La Fuente Darcy Richardson,NLP,3,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Howie Hawkins Angela Walker,GRN,4,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Jo Jorgensen Jeremy Cohen,LIB,16,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Joseph R. Biden Kamala D. Harris,DEM,684,,
Ottawa,"City of Holland, Ward 4, Precinct 10",President,,Donald J. Trump Michael R. Pence,REP,479,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,2,Gerald T. Van Sickle,UST,7,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,2,Jean-Michel Creviere,GRN,11,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,2,Max Riekse,LIB,18,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,2,Bill Huizenga,REP,521,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,2,Bryan Berghoef,DEM,616,,
Ottawa,"City of Holland, Ward 4, Precinct 10",State House,90,Bradley Slagh,REP,544,,
Ottawa,"City of Holland, Ward 4, Precinct 10",State House,90,Christopher P. Banks,DEM,602,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,U.S. Taxpayers Party,UST,2,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Libertarian Party,LIB,3,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Republican Party,REP,328,,
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Democratic Party,DEM,397,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Doug Dern,NLP,1,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Marcia Squier,GRN,12,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Valerie L. Willis,UST,7,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,John James,REP,523,,
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. Senate,,Gary Peters,DEM,634,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Jo Jorgensen Jeremy Cohen,LIB,23,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Don Blankenship William Mohr,UST,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Donald J. Trump Michael R. Pence,REP,766,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Joseph R. Biden Kamala D. Harris,DEM,766,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Rocky De La Fuente Darcy Richardson,NLP,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Brian T. Carroll,,1,,
Ottawa,"City of Holland, Ward 4, Precinct 8",President,,Howie Hawkins Angela Walker,GRN,3,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,2,Jean-Michel Creviere,GRN,9,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,2,Gerald T. Van Sickle,UST,3,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,2,Bryan Berghoef,DEM,717,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,2,Max Riekse,LIB,10,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,2,Bill Huizenga,REP,815,,
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,90,Bradley Slagh,REP,856,,
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,90,Christopher P. Banks,DEM,657,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Green Party,GRN,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Libertarian Party,LIB,4,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Democratic Party,DEM,390,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Republican Party,REP,524,,
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Doug Dern,NLP,0,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Marcia Squier,GRN,5,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Valerie L. Willis,UST,2,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Gary Peters,DEM,720,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,John James,REP,829,,
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Brian T. Carroll,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Jade Simmons,,1,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Don Blankenship William Mohr,UST,1,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Howie Hawkins Angela Walker,GRN,7,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Jo Jorgensen Jeremy Cohen,LIB,25,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Donald J. Trump Michael R. Pence,REP,457,,
Ottawa,"City of Holland, Ward 6, Precinct 14",President,,Joseph R. Biden Kamala D. Harris,DEM,804,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,2,Gerald T. Van Sickle,UST,4,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,2,Jean-Michel Creviere,GRN,15,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,2,Bill Huizenga,REP,480,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,2,Max Riekse,LIB,18,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,2,Bryan Berghoef,DEM,770,,
Ottawa,"City of Holland, Ward 6, Precinct 14",State House,90,Bradley Slagh,REP,504,,
Ottawa,"City of Holland, Ward 6, Precinct 14",State House,90,Christopher P. Banks,DEM,756,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Natural Law Party,NLP,1,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Libertarian Party,LIB,2,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Green Party,GRN,5,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Republican Party,REP,300,,
Ottawa,"City of Holland, Ward 6, Precinct 14",Straight Party,,Democratic Party,DEM,466,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Valerie L. Willis,UST,9,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Doug Dern,NLP,4,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Marcia Squier,GRN,19,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,John James,REP,485,,
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. Senate,,Gary Peters,DEM,771,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Don Blankenship William Mohr,UST,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Howie Hawkins Angela Walker,GRN,2,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Brian T. Carroll,,1,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Rocky De La Fuente Darcy Richardson,NLP,2,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Jo Jorgensen Jeremy Cohen,LIB,25,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Donald J. Trump Michael R. Pence,REP,592,,
Ottawa,"City of Holland, Ward 6, Precinct 15",President,,Joseph R. Biden Kamala D. Harris,DEM,839,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. House,2,Gerald T. Van Sickle,UST,3,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. House,2,Max Riekse,LIB,13,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. House,2,Bill Huizenga,REP,647,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. House,2,Jean-Michel Creviere,GRN,5,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. House,2,Bryan Berghoef,DEM,792,,
Ottawa,"City of Holland, Ward 6, Precinct 15",State House,90,Bradley Slagh,REP,702,,
Ottawa,"City of Holland, Ward 6, Precinct 15",State House,90,Christopher P. Banks,DEM,724,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Libertarian Party,LIB,3,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Green Party,GRN,2,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Republican Party,REP,403,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,Democratic Party,DEM,405,,
Ottawa,"City of Holland, Ward 6, Precinct 15",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Doug Dern,NLP,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Marcia Squier,GRN,6,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Valerie L. Willis,UST,8,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,John James,REP,685,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Gary Peters,DEM,767,,
Ottawa,"City of Holland, Ward 6, Precinct 15",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Brian T. Carroll,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Tom Hoefling,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Jade Simmons,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Kasey Wells,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Rocky De La Fuente Darcy Richardson,NLP,4,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Howie Hawkins Angela Walker,GRN,5,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Jo Jorgensen Jeremy Cohen,LIB,16,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Donald J. Trump Michael R. Pence,REP,1004,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Joseph R. Biden Kamala D. Harris,DEM,512,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",President,,Don Blankenship William Mohr,UST,4,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. House,2,Max Riekse,LIB,16,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,10,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. House,2,Gerald T. Van Sickle,UST,8,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,435,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. House,2,Bill Huizenga,REP,1070,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",State House,90,Christopher P. Banks,DEM,457,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",State House,90,Bradley Slagh,REP,1059,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Green Party,GRN,3,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Natural Law Party,NLP,1,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Libertarian Party,LIB,7,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Democratic Party,DEM,269,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Republican Party,REP,739,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Working Class Party,WCP,3,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,13,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. Senate,,Marcia Squier,GRN,14,,
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",U.S. Senate,,John James,REP,1043,,
