county,precinct,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
Noble,520104,U.S. Senate,,ROBERT MURPHY,LIB,1,0,6,7
Noble,520104,U.S. Senate,,ABBY BROYLES,DEM,5,3,40,48
Noble,520104,U.S. Senate,,JOAN FARR,IND,0,0,5,5
Noble,520104,U.S. Senate,,A. D. NESBIT,IND,0,0,2,2
Noble,520104,U.S. House,3,FRANK D. LUCAS,REP,10,10,189,209
Noble,520104,U.S. House,3,ZOE MIDYETT,DEM,5,4,40,49
Noble,520104,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,7,8,148,163
Noble,520104,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,7,6,74,87
Noble,520104,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,7,8,138,153
Noble,520104,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,7,6,85,98
Noble,520104,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,6,8,145,159
Noble,520104,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,8,6,76,90
Noble,520104,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,6,7,148,161
Noble,520104,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,8,7,73,88
Noble,520104,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,6,6,143,155
Noble,520104,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,8,7,75,90
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,6,9,125,140
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,8,5,92,105
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,7,7,121,135
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,7,7,96,110
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,6,7,128,141
Noble,520104,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,8,7,88,103
Noble,520104,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,9,3,47,59
Noble,520104,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,6,11,175,192
Noble,520104,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,5,7,76,88
Noble,520104,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,10,7,146,163
Noble,520104,PROPOSITION,,FOR THE PROPOSITION - YES,,6,7,132,145
Noble,520104,PROPOSITION,,AGAINST THE PROPOSITION - NO,,9,7,92,108
Noble,520105,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,3,2,98,103
Noble,520105,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,1,1
Noble,520105,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,3,6,100,109
Noble,520105,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Noble,520105,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Noble,520105,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Noble,520105,Corporation Commissioner,,TODD HIETT,REP,4,2,116,122
Noble,520105,Corporation Commissioner,,TODD HAGOPIAN,LIB,2,5,70,77
Noble,520105,U.S. Senate,,JIM INHOFE,REP,3,2,100,105
Noble,520105,U.S. Senate,,ROBERT MURPHY,LIB,0,0,4,4
Noble,520105,U.S. Senate,,ABBY BROYLES,DEM,3,5,93,101
Noble,520105,U.S. Senate,,JOAN FARR,IND,0,0,4,4
Noble,520105,U.S. Senate,,A. D. NESBIT,IND,0,1,0,1
Noble,520105,U.S. House,3,FRANK D. LUCAS,REP,3,2,113,118
Noble,520105,U.S. House,3,ZOE MIDYETT,DEM,2,6,87,95
Noble,520105,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,4,2,115,121
Noble,520105,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,2,5,76,83
Noble,520105,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,4,2,117,123
Noble,520105,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,2,5,74,81
Noble,520105,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,5,2,113,120
Noble,520105,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,1,5,76,82
Noble,520105,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,5,1,119,125
Noble,520105,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,1,6,68,75
Noble,520105,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,5,2,112,119
Noble,520105,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,1,5,75,81
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,3,3,118,124
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,3,4,71,78
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,5,3,117,125
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,1,4,71,76
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,5,2,110,117
Noble,520105,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,1,5,76,82
Noble,520105,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,2,6,81,89
Noble,520105,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,4,2,118,124
Noble,520105,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,0,2,81,83
Noble,520105,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,6,5,115,126
Noble,520105,PROPOSITION,,FOR THE PROPOSITION - YES,,1,3,117,121
Noble,520105,PROPOSITION,,AGAINST THE PROPOSITION - NO,,5,5,81,91
Noble,520106,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,1,3,84,88
Noble,520106,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,1,1
Noble,520106,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,2,4,14,20
Noble,520106,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Noble,520106,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Noble,520106,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Noble,520106,Corporation Commissioner,,TODD HIETT,REP,2,4,89,95
Noble,520106,Corporation Commissioner,,TODD HAGOPIAN,LIB,0,2,9,11
Noble,520106,U.S. Senate,,JIM INHOFE,REP,1,1,81,83
Noble,520106,U.S. Senate,,ROBERT MURPHY,LIB,0,1,4,5
Noble,520106,U.S. Senate,,ABBY BROYLES,DEM,2,5,13,20
Noble,520106,U.S. Senate,,JOAN FARR,IND,0,0,0,0
Noble,520106,U.S. Senate,,A. D. NESBIT,IND,0,0,3,3
Noble,520106,U.S. House,3,FRANK D. LUCAS,REP,1,3,94,98
Noble,520106,U.S. House,3,ZOE MIDYETT,DEM,2,4,6,12
Noble,520106,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,1,4,64,69
Noble,520106,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,0,3,25,28
Noble,520106,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,1,4,64,69
Noble,520106,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,0,3,27,30
Noble,520106,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,1,4,63,68
Noble,520106,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,0,3,26,29
Noble,520106,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,1,4,64,69
Noble,520106,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,0,3,27,30
Noble,520106,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,1,4,62,67
Noble,520106,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,0,3,27,30
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,1,5,56,62
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,0,2,32,34
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,1,5,55,61
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,0,2,33,35
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,1,4,57,62
Noble,520106,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,0,3,31,34
Noble,520106,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,2,4,21,27
Noble,520106,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,1,3,78,82
Noble,520106,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,1,2,48,51
Noble,520106,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,2,5,53,60
Noble,520106,PROPOSITION,,FOR THE PROPOSITION - YES,,0,6,52,58
Noble,520106,PROPOSITION,,AGAINST THE PROPOSITION - NO,,3,1,48,52
Noble,520201,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,18,121,329,468
Noble,520201,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,2,11,14
Noble,520201,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,16,43,70,129
Noble,520201,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
Noble,520201,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,2,2,4
Noble,520201,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Noble,520201,Corporation Commissioner,,TODD HIETT,REP,24,134,341,499
Noble,520201,Corporation Commissioner,,TODD HAGOPIAN,LIB,8,25,54,87
Noble,520201,U.S. Senate,,JIM INHOFE,REP,17,114,304,435
Noble,520201,U.S. Senate,,ROBERT MURPHY,LIB,1,2,17,20
Noble,520201,U.S. Senate,,ABBY BROYLES,DEM,16,50,87,153
Noble,520201,U.S. Senate,,JOAN FARR,IND,1,2,5,8
Noble,520201,U.S. Senate,,A. D. NESBIT,IND,0,0,0,0
Noble,520201,U.S. House,3,FRANK D. LUCAS,REP,23,126,343,492
Noble,520201,U.S. House,3,ZOE MIDYETT,DEM,12,41,68,121
Noble,520201,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,26,102,280,408
Noble,520201,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,5,52,94,151
Noble,520201,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,28,95,286,409
Noble,520201,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,3,57,92,152
Noble,520201,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,25,101,281,407
Noble,520201,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,5,51,93,149
Noble,520201,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,24,100,282,406
Noble,520201,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,7,53,94,154
Noble,520201,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,27,98,274,399
Noble,520201,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,4,54,98,156
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,28,96,273,397
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,3,56,99,158
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,26,99,268,393
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,5,53,102,160
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,27,87,270,384
Noble,520201,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,4,65,101,170
Noble,520201,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,23,50,137,210
Noble,520201,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,10,115,270,395
Noble,520201,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,19,57,178,254
Noble,520201,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,14,107,224,345
Noble,520201,PROPOSITION,,FOR THE PROPOSITION - YES,,18,95,236,349
Noble,520201,PROPOSITION,,AGAINST THE PROPOSITION - NO,,15,72,169,256
Noble,520202,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,21,64,166,251
Noble,520202,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,2,6,8
Noble,520202,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,26,22,36,84
Noble,520202,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,1,1,2
Noble,520202,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Noble,520202,President,,BROCK PIERCE | KARLA BALLARD,IND,0,1,1,2
Noble,520202,Corporation Commissioner,,TODD HIETT,REP,23,69,169,261
Noble,520202,Corporation Commissioner,,TODD HAGOPIAN,LIB,12,16,32,60
Noble,520202,U.S. Senate,,JIM INHOFE,REP,24,63,158,245
Noble,520202,U.S. Senate,,ROBERT MURPHY,LIB,0,2,4,6
Noble,520202,U.S. Senate,,ABBY BROYLES,DEM,23,21,42,86
Noble,520202,U.S. Senate,,JOAN FARR,IND,0,1,3,4
Noble,520202,U.S. Senate,,A. D. NESBIT,IND,0,2,3,5
Noble,520202,U.S. House,3,FRANK D. LUCAS,REP,24,66,174,264
Noble,520202,U.S. House,3,ZOE MIDYETT,DEM,23,23,34,80
Noble,520202,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,25,60,136,221
Noble,520202,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,19,20,60,99
Noble,520202,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,28,53,142,223
Noble,520202,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,17,28,54,99
Noble,520202,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,28,57,133,218
Noble,520202,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,17,22,61,100
Noble,520202,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,27,58,140,225
Noble,520202,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,18,22,54,94
Noble,520202,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,26,60,135,221
Noble,520202,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,17,20,58,95
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,29,52,137,218
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,14,28,57,99
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,31,50,129,210
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,11,31,62,104
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,25,50,133,208
Noble,520202,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,18,31,59,108
Noble,520202,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,30,23,54,107
Noble,520202,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,16,66,152,234
Noble,520202,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,34,39,86,159
Noble,520202,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,13,51,120,184
Noble,520202,PROPOSITION,,FOR THE PROPOSITION - YES,,19,46,138,203
Noble,520202,PROPOSITION,,AGAINST THE PROPOSITION - NO,,28,43,69,140
Noble,520203,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,2,63,167,232
Noble,520203,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,1,6,7
Noble,520203,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,6,16,39,61
Noble,520203,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
Noble,520203,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,3,3
Noble,520203,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Noble,520203,Corporation Commissioner,,TODD HIETT,REP,2,68,176,246
Noble,520203,Corporation Commissioner,,TODD HAGOPIAN,LIB,7,11,36,54
Noble,520203,U.S. Senate,,JIM INHOFE,REP,2,60,152,214
Noble,520203,U.S. Senate,,ROBERT MURPHY,LIB,0,1,8,9
Noble,520203,U.S. Senate,,ABBY BROYLES,DEM,6,17,47,70
Noble,520203,U.S. Senate,,JOAN FARR,IND,0,2,3,5
Noble,520203,U.S. Senate,,A. D. NESBIT,IND,0,1,4,5
Noble,520203,U.S. House,3,FRANK D. LUCAS,REP,3,67,183,253
Noble,520203,U.S. House,3,ZOE MIDYETT,DEM,6,14,32,52
Noble,520203,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,4,53,148,205
Noble,520203,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,3,21,55,79
Noble,520203,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,5,55,144,204
Noble,520203,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,2,20,58,80
Noble,520203,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,4,48,144,196
Noble,520203,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,3,26,59,88
Noble,520203,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,3,52,147,202
Noble,520203,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,3,23,57,83
Noble,520203,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,4,50,139,193
Noble,520203,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,3,26,60,89
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,4,50,138,192
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,3,25,61,89
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,5,51,136,192
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,2,23,62,87
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,4,50,136,190
Noble,520203,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,3,25,63,91
Noble,520203,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,5,20,65,90
Noble,520203,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,3,59,146,208
Noble,520203,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,2,31,85,118
Noble,520203,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,6,48,126,180
Noble,520203,PROPOSITION,,FOR THE PROPOSITION - YES,,6,53,147,206
Noble,520203,PROPOSITION,,AGAINST THE PROPOSITION - NO,,2,27,67,96
Noble,520301,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,21,96,261,378
Noble,520301,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,3,3
Noble,520301,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,9,16,40,65
Noble,520301,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Noble,520301,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Noble,520301,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Noble,520301,Corporation Commissioner,,TODD HIETT,REP,22,99,265,386
Noble,520301,Corporation Commissioner,,TODD HAGOPIAN,LIB,5,8,30,43
Noble,520301,U.S. Senate,,JIM INHOFE,REP,20,91,245,356
Noble,520301,U.S. Senate,,ROBERT MURPHY,LIB,0,0,8,8
Noble,520301,U.S. Senate,,ABBY BROYLES,DEM,9,20,48,77
Noble,520301,U.S. Senate,,JOAN FARR,IND,0,0,3,3
Noble,520301,U.S. Senate,,A. D. NESBIT,IND,0,0,0,0
Noble,520301,U.S. House,3,FRANK D. LUCAS,REP,22,102,269,393
Noble,520301,U.S. House,3,ZOE MIDYETT,DEM,7,8,32,47
Noble,520301,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,17,73,209,299
Noble,520301,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,10,31,67,108
Noble,520301,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,18,73,196,287
Noble,520301,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,9,30,81,120
Noble,520301,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,16,74,201,291
Noble,520301,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,10,30,77,117
Noble,520301,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,17,71,208,296
Noble,520301,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,10,33,73,116
Noble,520301,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,18,70,198,286
Noble,520301,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,7,28,75,110
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,14,63,183,260
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,11,36,90,137
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,18,64,186,268
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,7,35,90,132
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,15,64,185,264
Noble,520301,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,10,34,89,133
Noble,520301,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,11,18,58,87
Noble,520301,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,17,92,240,349
Noble,520301,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,8,34,122,164
Noble,520301,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,20,75,177,272
Noble,520301,PROPOSITION,,FOR THE PROPOSITION - YES,,21,55,192,268
Noble,520301,PROPOSITION,,AGAINST THE PROPOSITION - NO,,7,52,108,167
Noble,520305,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,42,67,550,659
Noble,520305,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,0,18,19
Noble,520305,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,38,12,113,163
Noble,520305,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Noble,520305,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,3,3
Noble,520305,President,,BROCK PIERCE | KARLA BALLARD,IND,0,1,3,4
Noble,520305,Corporation Commissioner,,TODD HIETT,REP,59,69,576,704
Noble,520305,Corporation Commissioner,,TODD HAGOPIAN,LIB,16,8,88,112
Noble,520305,U.S. Senate,,JIM INHOFE,REP,44,66,511,621
Noble,520305,U.S. Senate,,ROBERT MURPHY,LIB,3,1,28,32
Noble,520305,U.S. Senate,,ABBY BROYLES,DEM,33,11,130,174
Noble,520305,U.S. Senate,,JOAN FARR,IND,1,2,11,14
Noble,520305,U.S. Senate,,A. D. NESBIT,IND,0,0,8,8
Noble,520305,U.S. House,3,FRANK D. LUCAS,REP,57,69,582,708
Noble,520305,U.S. House,3,ZOE MIDYETT,DEM,24,11,100,135
Noble,520305,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,50,51,455,556
Noble,520305,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,18,21,174,213
Noble,520305,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,51,44,454,549
Noble,520305,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,16,28,178,222
Noble,520305,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,47,54,447,548
Noble,520305,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,20,18,181,219
Noble,520305,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,50,49,458,557
