county,precinct,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
Adair,10004,U.S. House,2,RICHIE CASTALDO,LIB,2,1,7,10
Adair,10004,U.S. House,2,DANYELL LANIER,DEM,20,23,33,76
Adair,10004,State Senate,3,BLAKE COWBOY STEPHENS,REP,13,50,133,196
Adair,10004,State Senate,3,DYLLON FITE,DEM,20,23,43,86
Adair,10004,FOR COUNTY SHERIFF,,JOHN R. BERRY,REP,7,34,81,122
Adair,10004,FOR COUNTY SHERIFF,,JASON RITCHIE,IND,23,38,92,153
Adair,10004,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,19,43,109,171
Adair,10004,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,14,27,55,96
Adair,10004,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,23,47,103,173
Adair,10004,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,11,24,59,94
Adair,10004,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,19,42,115,176
Adair,10004,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,14,29,48,91
Adair,10004,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,18,44,108,170
Adair,10004,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,15,27,54,96
Adair,10004,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,16,41,103,160
Adair,10004,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,17,30,59,106
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,21,41,107,169
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,12,30,55,97
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,23,45,99,167
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,10,25,62,97
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,19,42,102,163
Adair,10004,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,14,29,60,103
Adair,10004,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,20,21,42,83
Adair,10004,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,13,52,134,199
Adair,10004,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,13,30,63,106
Adair,10004,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,20,43,109,172
Adair,10005,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,10,12,149,171
Adair,10005,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,2,2
Adair,10005,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,7,9,30,46
Adair,10005,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Adair,10005,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Adair,10005,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Adair,10005,Corporation Commissioner,,TODD HIETT,REP,10,13,146,169
Adair,10005,Corporation Commissioner,,TODD HAGOPIAN,LIB,6,6,22,34
Adair,10005,U.S. Senate,,JIM INHOFE,REP,9,12,135,156
Adair,10005,U.S. Senate,,ROBERT MURPHY,LIB,0,0,3,3
Adair,10005,U.S. Senate,,ABBY BROYLES,DEM,8,8,37,53
Adair,10005,U.S. Senate,,JOAN FARR,IND,0,0,4,4
Adair,10005,U.S. Senate,,A. D. NESBIT,IND,0,0,3,3
Adair,10005,U.S. House,2,MARKWAYNE MULLIN,REP,8,11,143,162
Adair,10005,U.S. House,2,RICHIE CASTALDO,LIB,0,2,2,4
Adair,10005,U.S. House,2,DANYELL LANIER,DEM,9,8,37,54
Adair,10005,State Senate,3,BLAKE COWBOY STEPHENS,REP,10,14,145,169
Adair,10005,State Senate,3,DYLLON FITE,DEM,7,7,36,50
Adair,10005,FOR COUNTY SHERIFF,,JOHN R. BERRY,REP,5,11,96,112
Adair,10005,FOR COUNTY SHERIFF,,JASON RITCHIE,IND,12,10,80,102
Adair,10005,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,15,13,104,132
Adair,10005,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,2,4,53,59
Adair,10005,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,16,11,108,135
Adair,10005,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,1,6,50,57
Adair,10005,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,15,12,95,122
Adair,10005,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,2,5,56,63
Adair,10005,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,15,13,94,122
Adair,10005,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,2,3,58,63
Adair,10005,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,14,12,96,122
Adair,10005,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,3,4,55,62
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,15,10,97,122
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,2,6,52,60
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,15,10,96,121
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,2,6,54,62
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,16,9,97,122
Adair,10005,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,1,7,53,61
Adair,10005,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,8,6,31,45
Adair,10005,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,9,14,135,158
Adair,10005,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,7,10,53,70
Adair,10005,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,9,9,110,128
Adair,10006,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,19,45,361,425
Adair,10006,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,1,3,4
Adair,10006,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,14,25,73,112
Adair,10006,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,2,2
Adair,10006,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,2,2
Adair,10006,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,3,3
Adair,10006,Corporation Commissioner,,TODD HIETT,REP,21,44,365,430
Adair,10006,Corporation Commissioner,,TODD HAGOPIAN,LIB,11,22,64,97
Adair,10006,U.S. Senate,,JIM INHOFE,REP,20,41,330,391
Adair,10006,U.S. Senate,,ROBERT MURPHY,LIB,0,1,9,10
Adair,10006,U.S. Senate,,ABBY BROYLES,DEM,13,28,97,138
Adair,10006,U.S. Senate,,JOAN FARR,IND,0,1,7,8
Adair,10006,U.S. Senate,,A. D. NESBIT,IND,0,0,1,1
Adair,10006,U.S. House,2,MARKWAYNE MULLIN,REP,21,43,359,423
Adair,10006,U.S. House,2,RICHIE CASTALDO,LIB,1,4,12,17
Adair,10006,U.S. House,2,DANYELL LANIER,DEM,11,24,72,107
Adair,10006,State Senate,3,BLAKE COWBOY STEPHENS,REP,21,44,360,425
Adair,10006,State Senate,3,DYLLON FITE,DEM,10,27,80,117
Adair,10006,FOR COUNTY SHERIFF,,JOHN R. BERRY,REP,12,27,165,204
Adair,10006,FOR COUNTY SHERIFF,,JASON RITCHIE,IND,21,40,277,338
Adair,10006,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,17,34,283,334
Adair,10006,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,11,31,143,185
Adair,10006,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,17,33,258,308
Adair,10006,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,11,32,168,211
Adair,10006,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,16,33,262,311
Adair,10006,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,12,32,160,204
Adair,10006,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,14,35,269,318
Adair,10006,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,13,30,155,198
Adair,10006,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,16,34,268,318
Adair,10006,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,12,31,153,196
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,15,33,247,295
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,12,32,175,219
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,18,31,253,302
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,9,34,172,215
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,15,30,248,293
Adair,10006,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,12,35,174,221
Adair,10006,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,16,17,109,142
Adair,10006,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,16,54,326,396
Adair,10006,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,12,20,150,182
Adair,10006,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,20,50,280,350
Adair,10007,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,25,62,347,434
Adair,10007,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,3,3
Adair,10007,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,24,22,90,136
Adair,10007,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,1,1,2
Adair,10007,President,,KANYE WEST | MICHELLE TIDBALL,IND,1,0,5,6
Adair,10007,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Adair,10007,Corporation Commissioner,,TODD HIETT,REP,29,69,351,449
Adair,10007,Corporation Commissioner,,TODD HAGOPIAN,LIB,17,11,68,96
Adair,10007,U.S. Senate,,JIM INHOFE,REP,23,59,309,391
Adair,10007,U.S. Senate,,ROBERT MURPHY,LIB,3,1,6,10
Adair,10007,U.S. Senate,,ABBY BROYLES,DEM,23,23,117,163
Adair,10007,U.S. Senate,,JOAN FARR,IND,1,1,8,10
Adair,10007,U.S. Senate,,A. D. NESBIT,IND,0,0,4,4
Adair,10007,U.S. House,2,MARKWAYNE MULLIN,REP,25,60,338,423
Adair,10007,U.S. House,2,RICHIE CASTALDO,LIB,4,1,16,21
Adair,10007,U.S. House,2,DANYELL LANIER,DEM,21,23,86,130
Adair,10007,State Senate,3,BLAKE COWBOY STEPHENS,REP,26,61,347,434
Adair,10007,State Senate,3,DYLLON FITE,DEM,24,23,95,142
Adair,10007,FOR COUNTY SHERIFF,,JOHN R. BERRY,REP,15,39,223,277
Adair,10007,FOR COUNTY SHERIFF,,JASON RITCHIE,IND,32,44,215,291
Adair,10007,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,28,47,267,342
Adair,10007,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,19,28,137,184
Adair,10007,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,28,47,252,327
Adair,10007,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,19,29,157,205
Adair,10007,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,25,43,259,327
Adair,10007,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,20,32,147,199
Adair,10007,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,27,41,256,324
Adair,10007,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,18,34,147,199
Adair,10007,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,24,42,260,326
Adair,10007,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,21,33,143,197
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,26,44,232,302
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,19,31,172,222
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,26,43,246,315
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,19,31,157,207
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,24,41,238,303
Adair,10007,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,21,34,166,221
Adair,10007,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,24,31,91,146
Adair,10007,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,23,51,346,420
Adair,10007,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,19,35,127,181
Adair,10007,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,27,47,308,382
Adair,10008,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,11,28,269,308
Adair,10008,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,3,1,4
Adair,10008,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,5,9,67,81
Adair,10008,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
Adair,10008,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,2,2
Adair,10008,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Adair,10008,Corporation Commissioner,,TODD HIETT,REP,12,28,274,314
Adair,10008,Corporation Commissioner,,TODD HAGOPIAN,LIB,3,11,46,60
Adair,10008,U.S. Senate,,JIM INHOFE,REP,11,28,244,283
Adair,10008,U.S. Senate,,ROBERT MURPHY,LIB,0,2,6,8
Adair,10008,U.S. Senate,,ABBY BROYLES,DEM,5,9,80,94
Adair,10008,U.S. Senate,,JOAN FARR,IND,0,1,5,6
Adair,10008,U.S. Senate,,A. D. NESBIT,IND,0,0,6,6
Adair,10008,U.S. House,2,MARKWAYNE MULLIN,REP,10,27,272,309
Adair,10008,U.S. House,2,RICHIE CASTALDO,LIB,0,4,7,11
Adair,10008,U.S. House,2,DANYELL LANIER,DEM,6,9,62,77
Adair,10008,State Senate,3,BLAKE COWBOY STEPHENS,REP,13,32,272,317
Adair,10008,State Senate,3,DYLLON FITE,DEM,2,8,67,77
Adair,10008,FOR COUNTY SHERIFF,,JOHN R. BERRY,REP,8,19,152,179
Adair,10008,FOR COUNTY SHERIFF,,JASON RITCHIE,IND,6,20,182,208
Adair,10008,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,8,19,215,242
Adair,10008,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,6,17,106,129
Adair,10008,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,10,20,218,248
Adair,10008,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,4,16,107,127
Adair,10008,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,9,21,216,246
Adair,10008,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,5,14,105,124
Adair,10008,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,8,20,219,247
Adair,10008,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,6,15,102,123
Adair,10008,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,10,20,208,238
Adair,10008,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,4,15,113,132
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,9,21,193,223
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,5,14,125,144
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,8,21,191,220
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,5,14,124,143
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,7,19,197,223
Adair,10008,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,7,16,120,143
Adair,10008,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,9,10,80,99
Adair,10008,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,7,26,254,287
Adair,10008,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,4,11,103,118
Adair,10008,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,11,25,228,264
Adair,10010,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,0,13,105,118
Adair,10010,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,1,1
Adair,10010,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,3,1,22,26
Adair,10010,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Adair,10010,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,0,0
Adair,10010,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Adair,10010,Corporation Commissioner,,TODD HIETT,REP,0,14,102,116
Adair,10010,Corporation Commissioner,,TODD HAGOPIAN,LIB,3,0,22,25
Adair,10010,U.S. Senate,,JIM INHOFE,REP,0,11,104,115
Adair,10010,U.S. Senate,,ROBERT MURPHY,LIB,0,1,2,3
