county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Gwinnett,not available,State House,106,Democrat,Shelly Hutchinson,1320,896,78,1
Gwinnett,not available,State House,107,Democrat,Sam Park,1439,669,97,1
Gwinnett,not available,State House,107,Republican,Hai Cao,1029,324,64,1
Gwinnett,not available,State House,108,Democrat,Jasmine Clark,1722,1118,97,0
Gwinnett,not available,State House,108,Republican,Elvia Davila,1466,753,95,1
Gwinnett,not available,State House,109,Democrat,Dewey L. McClain,659,437,38,0
Gwinnett,not available,State House,110,Democrat,Segun Adeyina,2086,1419,147,1
Gwinnett,not available,State House,110,Republican,Charles Lollar,1031,413,73,0
Gwinnett,not available,State House,111,Democrat,Scott T. Jackson,583,498,26,0
Gwinnett,not available,State House,111,Republican,Rey Martinez,482,381,54,0
Gwinnett,not available,State House,112,Republican,Bruce Williamson,109,41,1,0
Gwinnett,not available,State Senate,5,Democrat,Sheikh Rahman,2275,1737,138,2
Gwinnett,not available,State Senate,5,Republican,Lisa Babbage,891,466,91,0
Gwinnett,not available,State Senate,7,Democrat,Nabilah Islam Parkes,4231,2424,257,3
Gwinnett,not available,State Senate,7,Republican,Clara Richardson-Olguin,943,428,44,1
Gwinnett,not available,State Senate,7,Republican,Fred Clayton,1216,466,78,1
Gwinnett,not available,State Senate,7,Republican,J. Gregory Howard,1353,594,70,0
Gwinnett,not available,State Senate,7,Republican,Louis Ligon,398,190,45,0
Gwinnett,not available,State Senate,9,Democrat,Nikki Merritt,5235,3639,328,4
Gwinnett,not available,State Senate,9,Republican,Michael Gargiulo,3301,1513,270,1
Gwinnett,not available,State Senate,40,Democrat,David Lubin,142,75,10,0
Gwinnett,not available,State Senate,40,Democrat,Sally Harrell,571,273,28,0
Gwinnett,not available,State Senate,40,Republican,Amelia K. Siamomua,545,149,19,1
Gwinnett,not available,State Senate,43,Democrat,Tonya P. Anderson,2236,1741,122,5
Gwinnett,not available,State Senate,45,Republican,Clint Dixon,5136,3361,265,2
Gwinnett,not available,State Senate,46,Democrat,Gareth Fenley,626,506,30,1
Gwinnett,not available,State Senate,46,Republican,Bill Cowsert,545,459,50,0
Gwinnett,not available,State Senate,48,Democrat,Ashwin Ramaswami,821,418,47,4
Gwinnett,not available,State Senate,48,Republican,Shawn Still,1422,648,71,0
Gwinnett,not available,State Senate,55,Democrat,Iris Knight-Hamilton,780,620,48,0
Gwinnett,not available,State Senate,55,Democrat,"Osborn Murray, III",142,107,8,0
Gwinnett,not available,State Senate,55,Democrat,Randal Mangham,752,469,35,0
Gwinnett,not available,State Senate,55,Democrat,Robin Biro,520,398,49,0
Gwinnett,not available,State Senate,55,Democrat,Verdaillia Turner,515,338,30,0
Gwinnett,not available,State Senate,55,Republican,Mary Williams Benefield,1146,770,84,0
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,B. Thassanee Gutter-Parker,9786,6158,810,14
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Deborah R. Fluker,39310,23601,2373,58
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Kimberly Gallant,25586,15657,1833,39
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Regina Matthews,18980,11178,1345,24
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Rodney Harris,16483,9581,968,20
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Tadia Whitner,39030,23386,2343,59
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Tamela Adkins,39250,23478,2346,57
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Tuwanda Rush Williams,13099,7904,592,25
Gwinnett,not available,Superior Court Judge,Gwinnett Judicial Circuit,Nonpartisan,Warren Davis,39461,23557,2377,55
Gwinnett,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,24257,14151,1490,22
Gwinnett,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,19835,11744,1387,40
Gwinnett,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,39913,23786,2425,55
Gwinnett,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,39993,23764,2423,58
Gwinnett,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,39725,23579,2379,55
Gwinnett,not available,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",4028,2686,213,2
Gwinnett,not available,U.S. House,4,Republican,Eugene Yu,3027,1376,140,3
Gwinnett,not available,U.S. House,9,Democrat,Tambrei Cash,6762,4320,421,16
Gwinnett,not available,U.S. House,9,Republican,Andrew Clyde,8537,4740,463,11
Gwinnett,not available,U.S. House,10,Democrat,"Alexandra """"Lexy"""" Doherty",393,326,17,0
Gwinnett,not available,U.S. House,10,Democrat,Jessica Fore,268,207,16,1
Gwinnett,not available,U.S. House,10,Republican,Mike Collins,590,483,51,0
Gwinnett,not available,U.S. House,13,Democrat,Brian K. Johnson,591,325,20,1
Gwinnett,not available,U.S. House,13,Democrat,David Scott,4656,4132,408,7
Gwinnett,not available,U.S. House,13,Democrat,Karen Rene',1279,791,83,0
Gwinnett,not available,U.S. House,13,Democrat,Marcus Flowers,1572,1050,112,4
Gwinnett,not available,U.S. House,13,Democrat,Mark Baker,1875,1086,77,4
Gwinnett,not available,U.S. House,13,Democrat,Rashid Malik,904,437,13,2
Gwinnett,not available,U.S. House,13,Democrat,Uloma Kama,432,196,17,1
Gwinnett,not available,U.S. House,13,Republican,Johsie Cruz Fletcher,1899,918,166,1
Gwinnett,not available,U.S. House,13,Republican,Jonathan Chavez,3903,1923,345,2
Habersham,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,2255,2686,189,0
Habersham,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,2268,2692,187,0
Habersham,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,2299,2739,196,0
Habersham,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1777,2211,159,0
Habersham,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,2278,2682,191,0
Habersham,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,2271,2692,188,0
Habersham,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,2292,2702,186,0
Habersham,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,584,612,51,0
Habersham,not available,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,2138,2611,157,0
Habersham,not available,State House,10,Democrat,Paulette Williams,217,174,33,0
Habersham,not available,State House,10,Republican,Victor Anderson,2015,2587,149,0
Habersham,not available,State House,32,Republican,Chris Erwin,195,169,15,0
Habersham,not available,State Senate,50,Democrat,June Krise,229,180,40,0
Habersham,not available,State Senate,50,Republican,Bo Hatchett,2236,2797,170,0
Habersham,not available,Superior Court Judge,Mountain Judicial Circuit,Nonpartisan,B. Chan Caudell,2347,2811,200,0
Habersham,not available,Superior Court Judge,Mountain Judicial Circuit,Nonpartisan,"William R. """"Bill"""" Oliver",2348,2804,198,0
Habersham,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1643,1921,122,0
Habersham,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,942,1103,104,0
Habersham,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,2307,2714,193,0
Habersham,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,2321,2715,189,0
Habersham,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,2289,2692,188,0
Habersham,not available,U.S. House,9,Democrat,Tambrei Cash,229,176,40,0
Habersham,not available,U.S. House,9,Republican,Andrew Clyde,2197,2710,160,0
Hall,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,10688,8852,866,6
Hall,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,10715,8890,866,6
Hall,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,10670,8819,863,6
Hall,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,8258,6820,638,3
Hall,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,10658,8812,870,6
Hall,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,10728,8903,869,6
Hall,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,10727,8872,864,6
Hall,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,2802,2321,336,3
Hall,not available,State House,27,Republican,Lee Hawkins,3837,3417,247,2
Hall,not available,State House,28,Democrat,Michael D. Henson,91,53,20,0
Hall,not available,State House,28,Republican,Brent Cox,685,345,52,0
Hall,not available,State House,29,Republican,Matt Dubnik,1555,1167,134,0
Hall,not available,State House,30,Democrat,Kim Floria,399,302,87,0
Hall,not available,State House,30,Republican,Derrick McCollum,2212,2126,160,0
Hall,not available,State House,30,Republican,Norine Cantor,451,369,31,0
Hall,not available,State House,31,Republican,"Emory West Dunahoo, Jr.",177,134,18,0
Hall,not available,State House,100,Democrat,Jennifer Ambler,56,30,10,0
Hall,not available,State House,100,Republican,David Clark,314,198,21,0
Hall,not available,State House,100,Republican,Michael Day,80,38,2,0
Hall,not available,State House,103,Democrat,Chris Luchey,111,107,10,0
Hall,not available,State House,103,Republican,Soo Hong,507,487,25,0
Hall,not available,State Senate,49,Republican,Drew Echols,5018,4688,426,3
Hall,not available,State Senate,49,Republican,Josh Clark,5009,3797,275,1
Hall,not available,State Senate,50,Democrat,June Krise,51,24,7,0
Hall,not available,State Senate,50,Republican,Bo Hatchett,374,225,23,0
Hall,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Bonnie Chessher Oliver,10720,8921,886,6
Hall,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Clint Garry Bearden,10652,8831,867,6
Hall,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,John G. Breakfield,6700,6032,512,5
Hall,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Michelle Hall,4898,3697,479,1
Hall,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,7987,6489,591,4
Hall,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,3842,3228,426,2
Hall,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,10812,8998,876,6
Hall,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,10817,8983,881,6
Hall,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,10761,8927,866,6
Hall,not available,U.S. House,7,Democrat,Bob Christian,614,418,100,0
Hall,not available,U.S. House,7,Republican,Rich Mccormick,3697,2792,233,1
Hall,not available,U.S. House,9,Democrat,Tambrei Cash,842,651,190,1
Hall,not available,U.S. House,9,Republican,Andrew Clyde,5920,5152,425,3
Hancock,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,814,620,184,1
Hancock,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,800,615,183,1
Hancock,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,793,618,180,1
Hancock,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,400,258,68,1
Hancock,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,797,622,189,1
Hancock,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,804,623,186,1
Hancock,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,811,618,186,1
Hancock,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,449,422,150,0
Hancock,not available,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,116,44,5,0
Hancock,not available,State House,128,Democrat,Mack Jackson,707,622,209,1
Hancock,not available,State House,128,Republican,Tracy Wheeler,117,39,5,0
Hancock,not available,State Senate,26,Democrat,"David E Lucas, Sr.",723,641,207,1
Hancock,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Alison T. Burleson,802,620,183,1
Hancock,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Amanda S. Petty,808,642,189,1
Hancock,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Brenda Trammell,823,640,185,1
Hancock,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Stephen A. Bradley,812,640,187,1
Hancock,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Terry N. Massey,795,623,182,1
Hancock,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,368,251,66,1
Hancock,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,550,496,163,0
Hancock,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,816,625,186,1
Hancock,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,820,619,181,1
Hancock,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,811,610,187,1
Hancock,not available,U.S. House,10,Democrat,"Alexandra """"Lexy"""" Doherty",450,343,88,0
Hancock,not available,U.S. House,10,Democrat,Jessica Fore,255,263,108,0
Hancock,not available,U.S. House,10,Republican,Mike Collins,117,44,5,0
Haralson,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,3397,1785,125,1
Haralson,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,3410,1783,125,1
Haralson,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,3393,1776,121,1
Haralson,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,2842,1431,97,1
Haralson,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,3397,1783,122,1
Haralson,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,3418,1788,120,1
Haralson,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,3440,1804,122,1
Haralson,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,661,375,30,0
Haralson,not available,District Attorney,Tallapoosa Judicial Circuit,Republican,Jaeson Robert Smith,3344,1784,115,1
Haralson,not available,State House,18,Republican,Tyler Paul Smith,3398,1822,129,1
Haralson,not available,State Senate,30,Democrat,Wanda Cooper,135,55,19,0
Haralson,not available,State Senate,30,Republican,Timothy J. Bearden,3367,1795,120,1
Haralson,not available,Superior Court Judge,Tallapoosa Judicial Circuit,Nonpartisan,Andrew B. Roper,3461,1846,128,1
Haralson,not available,Superior Court Judge,Tallapoosa Judicial Circut,Nonpartisan,Mark H. Murphy,3517,1870,138,1
Haralson,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,2641,1315,94,1
Haralson,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1020,574,44,0
Haralson,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,3457,1808,124,1
Haralson,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,3448,1816,120,1
Haralson,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,3437,1795,124,1
Haralson,not available,U.S. House,3,Democrat,Maura Keller,84,39,12,0
Haralson,not available,U.S. House,3,Democrat,Val Almonord,55,21,6,0
Haralson,not available,U.S. House,3,Republican,Brian Jack,1559,605,38,0
Haralson,not available,U.S. House,3,Republican,Jim Bennett,320,207,3,0
Haralson,not available,U.S. House,3,Republican,Mike Crane,304,148,9,0
Haralson,not available,U.S. House,3,Republican,Mike Dugan,1174,801,70,1
Haralson,not available,U.S. House,3,Republican,Philip Singleton,181,66,5,1
Harris,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,2553,797,146,2
Harris,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,2584,811,153,2
Harris,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,2538,789,147,2
Harris,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1943,611,108,0
Harris,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,2533,788,145,2
Harris,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,2560,802,148,2
Harris,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,2554,799,145,2
Harris,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,737,218,54,2
Harris,not available,District Attorney,Chattahoochee Judicial Circuit,Democrat,Anthony Johnson,569,156,52,2
Harris,not available,District Attorney,Chattahoochee Judicial Circuit,Republican,Don Kelly,1992,646,97,0
Harris,not available,State House,138,Republican,"Vance C. Smith, Jr.",1220,361,66,0
Harris,not available,State House,139,Democrat,Carl Sprayberry,242,50,33,2
Harris,not available,State House,139,Republican,Carmen Rice,506,172,30,0
Harris,not available,State House,139,Republican,Sean Knox,358,154,18,0
Harris,not available,State Senate,29,Democrat,Ellen T. Wright,564,161,53,2
Harris,not available,State Senate,29,Republican,Randy Robertson,2025,657,100,0
Harris,not available,Superior Court Judge,Chattachoochee,Nonpartisan,Art Smith,2582,802,148,2
Harris,not available,Superior Court Judge,Chattachoochee,Nonpartisan,Benjamin S. Richardson,2560,800,151,2
Harris,not available,Superior Court Judge,Chattachoochee,Nonpartisan,Bobby G. Peters,2625,830,158,2
Harris,not available,Superior Court Judge,Chattachoochee,Nonpartisan,Gil McBride,2608,827,148,2
Harris,not available,Superior Court Judge,Chattachoochee,Nonpartisan,"John T. Martin, Sr.",2562,794,148,2
Harris,not available,Superior Court Judge,Chattahoochee,Nonpartisan,Maureen Gottfried,2561,801,152,2
Harris,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1720,555,93,0
Harris,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1051,322,74,2
Harris,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,2558,795,148,2
Harris,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,2560,798,147,2
Harris,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,2556,797,144,2
Harris,not available,U.S. House,3,Democrat,Maura Keller,335,97,30,1
Harris,not available,U.S. House,3,Democrat,Val Almonord,275,75,29,1
Harris,not available,U.S. House,3,Republican,Brian Jack,1265,319,56,0
Harris,not available,U.S. House,3,Republican,Jim Bennett,133,49,6,0
Harris,not available,U.S. House,3,Republican,Mike Crane,270,128,18,0
Harris,not available,U.S. House,3,Republican,Mike Dugan,382,167,16,0
Harris,not available,U.S. House,3,Republican,Philip Singleton,91,28,14,0
Hart,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1851,1863,86,0
Hart,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1849,1866,88,0
Hart,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1849,1869,89,0
Hart,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1554,1577,70,0
Hart,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1840,1860,89,0
Hart,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1867,1894,89,0
Hart,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1850,1876,88,0
Hart,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,351,336,25,0
Hart,not available,District Attorney,Northern Judicial Circuit,Republican,D. Parks White,1179,1204,51,0
Hart,not available,District Attorney,Northern Judicial Circuit,Republican,David L. Jordan,769,716,32,0
Hart,not available,State House,33,Republican,Alan Powell,1808,1804,76,0
Hart,not available,State Senate,24,Republican,Lee Anderson,1708,1683,69,0
Hart,not available,Superior Court Judge,Northern Judicial Circuit,Nonpartisan,Chris NeSmith,1910,1922,94,0
Hart,not available,Superior Court Judge,Northern Judicial Circuit,Nonpartisan,Harvey S. Wasserman,1815,1852,86,0
Hart,not available,Superior Court Judge,Northern Judicial Circuit,Nonpartisan,R. Chris Phelps,1879,1904,88,0
Hart,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1387,1376,64,0
Hart,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,643,628,37,0
Hart,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1894,1903,89,0
Hart,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1882,1892,87,0
Hart,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1874,1883,87,0
Hart,not available,U.S. House,10,Democrat,"Alexandra """"Lexy"""" Doherty",114,108,7,0
Hart,not available,U.S. House,10,Democrat,Jessica Fore,93,105,17,0
Hart,not available,U.S. House,10,Republican,Mike Collins,1756,1728,75,0
Heard,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1214,519,152,0
Heard,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1218,517,156,0
Heard,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1219,516,153,0
Heard,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1043,457,124,0
Heard,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1214,515,155,0
Heard,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1219,514,155,0
Heard,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1216,516,158,0
Heard,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,202,102,46,0
Heard,not available,District Attorney,Coweta Judicial Circuit,Republican,Herb Cranford,1191,516,130,0
Heard,not available,State House,72,Democrat,Rodney Ross Moore,45,22,30,0
Heard,not available,State House,72,Republican,David Huddleston,1200,523,134,0
Heard,not available,State Senate,6,Democrat,Jenny Enderlin,45,23,30,0
Heard,not available,State Senate,6,Republican,Matt Brass,1197,524,131,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Dennis T. Blackmon,1231,523,156,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Emory L. Palmer,1214,517,158,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Erica L. Tisinger,1220,518,157,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,John Simpson,1218,520,157,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Nina Markette Baker,1209,517,155,0
Heard,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,W. Travis Sakrison,1208,516,154,0
Heard,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,903,406,97,0
Heard,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,393,173,79,0
Heard,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1227,521,156,0
Heard,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1229,521,158,0
Heard,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1221,521,156,0
Heard,not available,U.S. House,3,Democrat,Maura Keller,30,13,13,0
Heard,not available,U.S. House,3,Democrat,Val Almonord,17,10,21,0
Heard,not available,U.S. House,3,Republican,Brian Jack,690,234,64,0
Heard,not available,U.S. House,3,Republican,Jim Bennett,56,36,7,0
Heard,not available,U.S. House,3,Republican,Mike Crane,193,130,35,0
Heard,not available,U.S. House,3,Republican,Mike Dugan,294,159,40,0
Heard,not available,U.S. House,3,Republican,Philip Singleton,46,24,2,0
Henry,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,14545,10585,446,17
Henry,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,14470,10555,450,17
Henry,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,14441,10523,448,17
Henry,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,7008,5135,212,8
Henry,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,14490,10569,452,16
Henry,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,14598,10627,455,17
Henry,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,14575,10616,449,17
Henry,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,8382,6148,289,11
Henry,not available,District Attorney,Flint Judicial Circuit,Democrat,Darius Pattillo,9597,7721,315,13
Henry,not available,State House,74,Democrat,Maggy Martinez,268,247,3,1
Henry,not available,State House,74,Democrat,"Robert Flournoy, Jr.",268,233,10,0
Henry,not available,State House,78,Democrat,Demetrius Douglas,1900,1535,64,0
Henry,not available,State House,81,Democrat,Mishael White,1945,1200,74,1
Henry,not available,State House,81,Republican,Lauren Daniel,1438,907,41,1
Henry,not available,State House,81,Republican,Noelle Kahaian,1903,730,32,0
Henry,not available,State House,115,Democrat,Regina Lewis-Ward,1639,1616,52,1
Henry,not available,State House,116,Democrat,El-Mahdi Holly,1672,1446,45,1
Henry,not available,State House,116,Republican,Reign Stevens,333,249,18,0
Henry,not available,State House,117,Democrat,Mary Ann Santos,1972,1455,63,1
Henry,not available,State Senate,10,Democrat,Emanuel D. Jones,2425,2406,76,6
Henry,not available,State Senate,10,Republican,Furquan Stafford,588,468,35,0
Henry,not available,State Senate,17,Democrat,Gail Davenport,4696,3550,158,1
Henry,not available,State Senate,25,Republican,Leland Jake Olinger,374,169,3,0
Henry,not available,State Senate,25,Republican,"Ricky """"Rick"""" Williams",1168,673,36,1
Henry,not available,State Senate,42,Democrat,Kacy D. Morgan,1558,1052,46,1
Henry,not available,State Senate,42,Republican,Brian Strickland,1700,942,51,0
Henry,not available,Superior Court Judge,Flint Judicial Circut,Nonpartisan,Danielle P. Roberts,14603,10653,456,17
Henry,not available,Superior Court Judge,Flint Judicial Circut,Nonpartisan,Holly Veal,14562,10653,453,17
Henry,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,8920,6625,264,8
Henry,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,6799,4899,262,10
Henry,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,14616,10700,456,17
Henry,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,14586,10690,458,16
Henry,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,14546,10594,452,17
Henry,not available,U.S. House,3,Democrat,Maura Keller,361,294,19,1
Henry,not available,U.S. House,3,Democrat,Val Almonord,401,345,14,0
Henry,not available,U.S. House,3,Republican,Brian Jack,299,188,11,0
Henry,not available,U.S. House,3,Republican,Jim Bennett,27,46,0,0
Henry,not available,U.S. House,3,Republican,Mike Crane,46,36,0,0
Henry,not available,U.S. House,3,Republican,Mike Dugan,93,59,2,0
Henry,not available,U.S. House,3,Republican,Philip Singleton,21,23,1,0
Henry,not available,U.S. House,10,Democrat,"Alexandra """"Lexy"""" Doherty",2496,1610,63,2
Henry,not available,U.S. House,10,Democrat,Jessica Fore,1573,1130,82,1
Henry,not available,U.S. House,10,Republican,Mike Collins,3670,2046,92,1
Henry,not available,U.S. House,13,Democrat,Brian K. Johnson,240,156,0,0
Henry,not available,U.S. House,13,Democrat,David Scott,3396,3483,132,5
Henry,not available,U.S. House,13,Democrat,Karen Rene',440,348,8,1
Henry,not available,U.S. House,13,Democrat,Marcus Flowers,419,303,11,0
Henry,not available,U.S. House,13,Democrat,Mark Baker,523,372,11,2
Henry,not available,U.S. House,13,Democrat,Rashid Malik,261,128,1,1
Henry,not available,U.S. House,13,Democrat,Uloma Kama,90,38,1,0
Henry,not available,U.S. House,13,Republican,Johsie Cruz Fletcher,324,252,17,0
Henry,not available,U.S. House,13,Republican,Jonathan Chavez,757,572,43,0
