county,precinct_code,precinct,office,district,party,candidate,votes
Skagit,155,VAN FLEET,President,,Democratic Party,Deval Patrick,0
Skagit,156,VEDERE,President,,Democratic Party,Michael Bennet,0
Skagit,156,VEDERE,President,,Democratic Party,Bernie Sanders,35
Skagit,156,VEDERE,President,,Democratic Party,Tom Steyer,0
Skagit,156,VEDERE,President,,Democratic Party,Elizabeth Warren,8
Skagit,156,VEDERE,President,,Democratic Party,Andrew Yang,0
Skagit,156,VEDERE,President,,Democratic Party,Uncommitted Delegates,0
Skagit,156,VEDERE,President,,Democratic Party,Joseph R. Biden,60
Skagit,156,VEDERE,President,,Democratic Party,Michael Bloomberg,16
Skagit,156,VEDERE,President,,Democratic Party,Cory Booker,0
Skagit,156,VEDERE,President,,Democratic Party,Pete Buttigieg,5
Skagit,156,VEDERE,President,,Democratic Party,Write-in,1
Skagit,156,VEDERE,President,,Democratic Party,John Delaney,0
Skagit,156,VEDERE,President,,Democratic Party,Tulsi Gabbard,0
Skagit,156,VEDERE,President,,Democratic Party,Amy Klobuchar,2
Skagit,156,VEDERE,President,,Democratic Party,Deval Patrick,0
Skagit,157,WHITNEY,President,,Democratic Party,Michael Bennet,0
Skagit,157,WHITNEY,President,,Democratic Party,Bernie Sanders,27
Skagit,157,WHITNEY,President,,Democratic Party,Tom Steyer,0
Skagit,157,WHITNEY,President,,Democratic Party,Elizabeth Warren,8
Skagit,157,WHITNEY,President,,Democratic Party,Andrew Yang,0
Skagit,157,WHITNEY,President,,Democratic Party,Uncommitted Delegates,0
Skagit,157,WHITNEY,President,,Democratic Party,Joseph R. Biden,49
Skagit,157,WHITNEY,President,,Democratic Party,Michael Bloomberg,15
Skagit,157,WHITNEY,President,,Democratic Party,Cory Booker,0
Skagit,157,WHITNEY,President,,Democratic Party,Pete Buttigieg,6
Skagit,157,WHITNEY,President,,Democratic Party,Write-in,0
Skagit,157,WHITNEY,President,,Democratic Party,John Delaney,0
Skagit,157,WHITNEY,President,,Democratic Party,Tulsi Gabbard,0
Skagit,157,WHITNEY,President,,Democratic Party,Amy Klobuchar,10
Skagit,157,WHITNEY,President,,Democratic Party,Deval Patrick,0
Skagit,158,ROSARIO,President,,Democratic Party,Michael Bennet,1
Skagit,158,ROSARIO,President,,Democratic Party,Bernie Sanders,103
Skagit,158,ROSARIO,President,,Democratic Party,Tom Steyer,0
Skagit,158,ROSARIO,President,,Democratic Party,Elizabeth Warren,41
Skagit,158,ROSARIO,President,,Democratic Party,Andrew Yang,0
Skagit,158,ROSARIO,President,,Democratic Party,Uncommitted Delegates,1
Skagit,158,ROSARIO,President,,Democratic Party,Joseph R. Biden,184
Skagit,158,ROSARIO,President,,Democratic Party,Michael Bloomberg,42
Skagit,158,ROSARIO,President,,Democratic Party,Cory Booker,1
Skagit,158,ROSARIO,President,,Democratic Party,Pete Buttigieg,12
Skagit,158,ROSARIO,President,,Democratic Party,Write-in,1
Skagit,158,ROSARIO,President,,Democratic Party,John Delaney,0
Skagit,158,ROSARIO,President,,Democratic Party,Tulsi Gabbard,5
Skagit,158,ROSARIO,President,,Democratic Party,Amy Klobuchar,14
Skagit,158,ROSARIO,President,,Democratic Party,Deval Patrick,0
Skagit,159,TERRACE,President,,Democratic Party,Michael Bennet,1
Skagit,159,TERRACE,President,,Democratic Party,Bernie Sanders,74
Skagit,159,TERRACE,President,,Democratic Party,Tom Steyer,3
Skagit,159,TERRACE,President,,Democratic Party,Elizabeth Warren,34
Skagit,159,TERRACE,President,,Democratic Party,Andrew Yang,1
Skagit,159,TERRACE,President,,Democratic Party,Uncommitted Delegates,2
Skagit,159,TERRACE,President,,Democratic Party,Joseph R. Biden,168
Skagit,159,TERRACE,President,,Democratic Party,Michael Bloomberg,40
Skagit,159,TERRACE,President,,Democratic Party,Cory Booker,0
Skagit,159,TERRACE,President,,Democratic Party,Pete Buttigieg,24
Skagit,159,TERRACE,President,,Democratic Party,Write-in,0
Skagit,159,TERRACE,President,,Democratic Party,John Delaney,0
Skagit,159,TERRACE,President,,Democratic Party,Tulsi Gabbard,3
Skagit,159,TERRACE,President,,Democratic Party,Amy Klobuchar,10
Skagit,159,TERRACE,President,,Democratic Party,Deval Patrick,0
Skagit,160,STARBIRD,President,,Democratic Party,Michael Bennet,0
Skagit,160,STARBIRD,President,,Democratic Party,Bernie Sanders,50
Skagit,160,STARBIRD,President,,Democratic Party,Tom Steyer,0
Skagit,160,STARBIRD,President,,Democratic Party,Elizabeth Warren,19
Skagit,160,STARBIRD,President,,Democratic Party,Andrew Yang,0
Skagit,160,STARBIRD,President,,Democratic Party,Uncommitted Delegates,4
Skagit,160,STARBIRD,President,,Democratic Party,Joseph R. Biden,68
Skagit,160,STARBIRD,President,,Democratic Party,Michael Bloomberg,21
Skagit,160,STARBIRD,President,,Democratic Party,Cory Booker,0
Skagit,160,STARBIRD,President,,Democratic Party,Pete Buttigieg,5
Skagit,160,STARBIRD,President,,Democratic Party,Write-in,0
Skagit,160,STARBIRD,President,,Democratic Party,John Delaney,0
Skagit,160,STARBIRD,President,,Democratic Party,Tulsi Gabbard,0
Skagit,160,STARBIRD,President,,Democratic Party,Amy Klobuchar,4
Skagit,160,STARBIRD,President,,Democratic Party,Deval Patrick,0
Skagit,164,FIDALGO,President,,Democratic Party,Michael Bennet,0
Skagit,164,FIDALGO,President,,Democratic Party,Bernie Sanders,76
Skagit,164,FIDALGO,President,,Democratic Party,Tom Steyer,1
Skagit,164,FIDALGO,President,,Democratic Party,Elizabeth Warren,25
Skagit,164,FIDALGO,President,,Democratic Party,Andrew Yang,2
Skagit,164,FIDALGO,President,,Democratic Party,Uncommitted Delegates,0
Skagit,164,FIDALGO,President,,Democratic Party,Joseph R. Biden,158
Skagit,164,FIDALGO,President,,Democratic Party,Michael Bloomberg,34
Skagit,164,FIDALGO,President,,Democratic Party,Cory Booker,1
Skagit,164,FIDALGO,President,,Democratic Party,Pete Buttigieg,16
Skagit,164,FIDALGO,President,,Democratic Party,Write-in,1
Skagit,164,FIDALGO,President,,Democratic Party,John Delaney,0
Skagit,164,FIDALGO,President,,Democratic Party,Tulsi Gabbard,3
Skagit,164,FIDALGO,President,,Democratic Party,Amy Klobuchar,10
Skagit,164,FIDALGO,President,,Democratic Party,Deval Patrick,0
Skagit,165,GAGES,President,,Democratic Party,Michael Bennet,0
Skagit,165,GAGES,President,,Democratic Party,Bernie Sanders,38
Skagit,165,GAGES,President,,Democratic Party,Tom Steyer,0
Skagit,165,GAGES,President,,Democratic Party,Elizabeth Warren,2
Skagit,165,GAGES,President,,Democratic Party,Andrew Yang,0
Skagit,165,GAGES,President,,Democratic Party,Uncommitted Delegates,0
Skagit,165,GAGES,President,,Democratic Party,Joseph R. Biden,29
Skagit,165,GAGES,President,,Democratic Party,Michael Bloomberg,1
Skagit,165,GAGES,President,,Democratic Party,Cory Booker,0
Skagit,165,GAGES,President,,Democratic Party,Pete Buttigieg,4
Skagit,165,GAGES,President,,Democratic Party,Write-in,0
Skagit,165,GAGES,President,,Democratic Party,John Delaney,0
Skagit,165,GAGES,President,,Democratic Party,Tulsi Gabbard,1
Skagit,165,GAGES,President,,Democratic Party,Amy Klobuchar,0
Skagit,165,GAGES,President,,Democratic Party,Deval Patrick,0
Skagit,166,SAMISH,President,,Democratic Party,Michael Bennet,1
Skagit,166,SAMISH,President,,Democratic Party,Bernie Sanders,62
Skagit,166,SAMISH,President,,Democratic Party,Tom Steyer,1
Skagit,166,SAMISH,President,,Democratic Party,Elizabeth Warren,18
Skagit,166,SAMISH,President,,Democratic Party,Andrew Yang,0
Skagit,166,SAMISH,President,,Democratic Party,Uncommitted Delegates,1
Skagit,166,SAMISH,President,,Democratic Party,Joseph R. Biden,57
Skagit,166,SAMISH,President,,Democratic Party,Michael Bloomberg,8
Skagit,166,SAMISH,President,,Democratic Party,Cory Booker,0
Skagit,166,SAMISH,President,,Democratic Party,Pete Buttigieg,4
Skagit,166,SAMISH,President,,Democratic Party,Write-in,0
Skagit,166,SAMISH,President,,Democratic Party,John Delaney,0
Skagit,166,SAMISH,President,,Democratic Party,Tulsi Gabbard,3
Skagit,166,SAMISH,President,,Democratic Party,Amy Klobuchar,3
Skagit,166,SAMISH,President,,Democratic Party,Deval Patrick,1
Skagit,167,COLLINS,President,,Democratic Party,Michael Bennet,0
Skagit,167,COLLINS,President,,Democratic Party,Bernie Sanders,46
Skagit,167,COLLINS,President,,Democratic Party,Tom Steyer,0
Skagit,167,COLLINS,President,,Democratic Party,Elizabeth Warren,4
Skagit,167,COLLINS,President,,Democratic Party,Andrew Yang,0
Skagit,167,COLLINS,President,,Democratic Party,Uncommitted Delegates,3
Skagit,167,COLLINS,President,,Democratic Party,Joseph R. Biden,46
Skagit,167,COLLINS,President,,Democratic Party,Michael Bloomberg,7
Skagit,167,COLLINS,President,,Democratic Party,Cory Booker,0
Skagit,167,COLLINS,President,,Democratic Party,Pete Buttigieg,3
Skagit,167,COLLINS,President,,Democratic Party,Write-in,0
Skagit,167,COLLINS,President,,Democratic Party,John Delaney,0
Skagit,167,COLLINS,President,,Democratic Party,Tulsi Gabbard,0
Skagit,167,COLLINS,President,,Democratic Party,Amy Klobuchar,4
Skagit,167,COLLINS,President,,Democratic Party,Deval Patrick,0
Skagit,168,BLANCHARD,President,,Democratic Party,Michael Bennet,0
Skagit,168,BLANCHARD,President,,Democratic Party,Bernie Sanders,145
Skagit,168,BLANCHARD,President,,Democratic Party,Tom Steyer,1
Skagit,168,BLANCHARD,President,,Democratic Party,Elizabeth Warren,31
Skagit,168,BLANCHARD,President,,Democratic Party,Andrew Yang,0
Skagit,168,BLANCHARD,President,,Democratic Party,Uncommitted Delegates,2
Skagit,168,BLANCHARD,President,,Democratic Party,Joseph R. Biden,123
Skagit,168,BLANCHARD,President,,Democratic Party,Michael Bloomberg,18
Skagit,168,BLANCHARD,President,,Democratic Party,Cory Booker,0
Skagit,168,BLANCHARD,President,,Democratic Party,Pete Buttigieg,11
Skagit,168,BLANCHARD,President,,Democratic Party,Write-in,1
Skagit,168,BLANCHARD,President,,Democratic Party,John Delaney,0
Skagit,168,BLANCHARD,President,,Democratic Party,Tulsi Gabbard,4
Skagit,168,BLANCHARD,President,,Democratic Party,Amy Klobuchar,1
Skagit,168,BLANCHARD,President,,Democratic Party,Deval Patrick,1
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Michael Bennet,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Bernie Sanders,17
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Tom Steyer,1
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Elizabeth Warren,2
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Andrew Yang,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Uncommitted Delegates,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Joseph R. Biden,34
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Michael Bloomberg,9
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Cory Booker,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Pete Buttigieg,3
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Write-in,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,John Delaney,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Tulsi Gabbard,0
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Amy Klobuchar,2
Skagit,171,LAKE CAVANAUGH,President,,Democratic Party,Deval Patrick,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Michael Bennet,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Bernie Sanders,24
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Tom Steyer,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Elizabeth Warren,8
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Andrew Yang,2
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Uncommitted Delegates,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Joseph R. Biden,37
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Michael Bloomberg,11
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Cory Booker,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Pete Buttigieg,4
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Write-in,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,John Delaney,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Tulsi Gabbard,1
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Amy Klobuchar,0
Skagit,172,LITTLE MOUNTAIN,President,,Democratic Party,Deval Patrick,0
Skagit,173,RIVERBEND,President,,Democratic Party,Michael Bennet,0
Skagit,173,RIVERBEND,President,,Democratic Party,Bernie Sanders,3
Skagit,173,RIVERBEND,President,,Democratic Party,Tom Steyer,0
Skagit,173,RIVERBEND,President,,Democratic Party,Elizabeth Warren,2
Skagit,173,RIVERBEND,President,,Democratic Party,Andrew Yang,0
Skagit,173,RIVERBEND,President,,Democratic Party,Uncommitted Delegates,0
Skagit,173,RIVERBEND,President,,Democratic Party,Joseph R. Biden,3
Skagit,173,RIVERBEND,President,,Democratic Party,Michael Bloomberg,3
Skagit,173,RIVERBEND,President,,Democratic Party,Cory Booker,0
Skagit,173,RIVERBEND,President,,Democratic Party,Pete Buttigieg,0
Skagit,173,RIVERBEND,President,,Democratic Party,Write-in,0
Skagit,173,RIVERBEND,President,,Democratic Party,John Delaney,0
Skagit,173,RIVERBEND,President,,Democratic Party,Tulsi Gabbard,0
Skagit,173,RIVERBEND,President,,Democratic Party,Amy Klobuchar,1
Skagit,173,RIVERBEND,President,,Democratic Party,Deval Patrick,0
Skagit,174,PADILLA,President,,Democratic Party,Michael Bennet,0
Skagit,174,PADILLA,President,,Democratic Party,Bernie Sanders,12
Skagit,174,PADILLA,President,,Democratic Party,Tom Steyer,0
Skagit,174,PADILLA,President,,Democratic Party,Elizabeth Warren,8
Skagit,174,PADILLA,President,,Democratic Party,Andrew Yang,0
Skagit,174,PADILLA,President,,Democratic Party,Uncommitted Delegates,0
Skagit,174,PADILLA,President,,Democratic Party,Joseph R. Biden,32
Skagit,174,PADILLA,President,,Democratic Party,Michael Bloomberg,6
Skagit,174,PADILLA,President,,Democratic Party,Cory Booker,0
Skagit,174,PADILLA,President,,Democratic Party,Pete Buttigieg,1
Skagit,174,PADILLA,President,,Democratic Party,Write-in,0
Skagit,174,PADILLA,President,,Democratic Party,John Delaney,0
Skagit,174,PADILLA,President,,Democratic Party,Tulsi Gabbard,0
Skagit,174,PADILLA,President,,Democratic Party,Amy Klobuchar,3
Skagit,174,PADILLA,President,,Democratic Party,Deval Patrick,1
Skagit,176,FREDONIA,President,,Democratic Party,Michael Bennet,0
Skagit,176,FREDONIA,President,,Democratic Party,Bernie Sanders,16
Skagit,176,FREDONIA,President,,Democratic Party,Tom Steyer,0
Skagit,176,FREDONIA,President,,Democratic Party,Elizabeth Warren,1
Skagit,176,FREDONIA,President,,Democratic Party,Andrew Yang,0
Skagit,176,FREDONIA,President,,Democratic Party,Uncommitted Delegates,0
Skagit,176,FREDONIA,President,,Democratic Party,Joseph R. Biden,16
Skagit,176,FREDONIA,President,,Democratic Party,Michael Bloomberg,6
Skagit,176,FREDONIA,President,,Democratic Party,Cory Booker,0
Skagit,176,FREDONIA,President,,Democratic Party,Pete Buttigieg,2
Skagit,176,FREDONIA,President,,Democratic Party,Write-in,0
Skagit,176,FREDONIA,President,,Democratic Party,John Delaney,0
Skagit,176,FREDONIA,President,,Democratic Party,Tulsi Gabbard,2
Skagit,176,FREDONIA,President,,Democratic Party,Amy Klobuchar,1
Skagit,176,FREDONIA,President,,Democratic Party,Deval Patrick,0
Skagit,201,ANACORTES 1,President,,Democratic Party,Michael Bennet,0
Skagit,201,ANACORTES 1,President,,Democratic Party,Bernie Sanders,109
Skagit,201,ANACORTES 1,President,,Democratic Party,Tom Steyer,1
Skagit,201,ANACORTES 1,President,,Democratic Party,Elizabeth Warren,37
Skagit,201,ANACORTES 1,President,,Democratic Party,Andrew Yang,0
Skagit,201,ANACORTES 1,President,,Democratic Party,Uncommitted Delegates,1
Skagit,201,ANACORTES 1,President,,Democratic Party,Joseph R. Biden,140
Skagit,201,ANACORTES 1,President,,Democratic Party,Michael Bloomberg,34
Skagit,201,ANACORTES 1,President,,Democratic Party,Cory Booker,1
Skagit,201,ANACORTES 1,President,,Democratic Party,Pete Buttigieg,22
Skagit,201,ANACORTES 1,President,,Democratic Party,Write-in,0
Skagit,201,ANACORTES 1,President,,Democratic Party,John Delaney,0
Skagit,201,ANACORTES 1,President,,Democratic Party,Tulsi Gabbard,3
Skagit,201,ANACORTES 1,President,,Democratic Party,Amy Klobuchar,10
Skagit,201,ANACORTES 1,President,,Democratic Party,Deval Patrick,0
Skagit,204,ANACORTES 4,President,,Democratic Party,Michael Bennet,1
Skagit,204,ANACORTES 4,President,,Democratic Party,Bernie Sanders,107
Skagit,204,ANACORTES 4,President,,Democratic Party,Tom Steyer,1
Skagit,204,ANACORTES 4,President,,Democratic Party,Elizabeth Warren,23
Skagit,204,ANACORTES 4,President,,Democratic Party,Andrew Yang,1
Skagit,204,ANACORTES 4,President,,Democratic Party,Uncommitted Delegates,2
Skagit,204,ANACORTES 4,President,,Democratic Party,Joseph R. Biden,73
Skagit,204,ANACORTES 4,President,,Democratic Party,Michael Bloomberg,27
Skagit,204,ANACORTES 4,President,,Democratic Party,Cory Booker,0
Skagit,204,ANACORTES 4,President,,Democratic Party,Pete Buttigieg,4
Skagit,204,ANACORTES 4,President,,Democratic Party,Write-in,0
Skagit,204,ANACORTES 4,President,,Democratic Party,John Delaney,0
Skagit,204,ANACORTES 4,President,,Democratic Party,Tulsi Gabbard,3
Skagit,204,ANACORTES 4,President,,Democratic Party,Amy Klobuchar,7
Skagit,204,ANACORTES 4,President,,Democratic Party,Deval Patrick,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Michael Bennet,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Bernie Sanders,1
Skagit,205,ANACORTES 5,President,,Democratic Party,Tom Steyer,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Elizabeth Warren,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Andrew Yang,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Uncommitted Delegates,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Joseph R. Biden,1
Skagit,205,ANACORTES 5,President,,Democratic Party,Michael Bloomberg,2
Skagit,205,ANACORTES 5,President,,Democratic Party,Cory Booker,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Pete Buttigieg,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Write-in,0
Skagit,205,ANACORTES 5,President,,Democratic Party,John Delaney,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Tulsi Gabbard,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Amy Klobuchar,0
Skagit,205,ANACORTES 5,President,,Democratic Party,Deval Patrick,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Michael Bennet,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Bernie Sanders,81
Skagit,206,ANACORTES 6,President,,Democratic Party,Tom Steyer,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Elizabeth Warren,22
Skagit,206,ANACORTES 6,President,,Democratic Party,Andrew Yang,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Uncommitted Delegates,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Joseph R. Biden,137
Skagit,206,ANACORTES 6,President,,Democratic Party,Michael Bloomberg,18
Skagit,206,ANACORTES 6,President,,Democratic Party,Cory Booker,0
Skagit,206,ANACORTES 6,President,,Democratic Party,Pete Buttigieg,12
Skagit,206,ANACORTES 6,President,,Democratic Party,Write-in,2
Skagit,206,ANACORTES 6,President,,Democratic Party,John Delaney,1
Skagit,206,ANACORTES 6,President,,Democratic Party,Tulsi Gabbard,2
Skagit,206,ANACORTES 6,President,,Democratic Party,Amy Klobuchar,15
Skagit,206,ANACORTES 6,President,,Democratic Party,Deval Patrick,0
Skagit,207,ANACORTES 7,President,,Democratic Party,Michael Bennet,0
Skagit,207,ANACORTES 7,President,,Democratic Party,Bernie Sanders,157
Skagit,207,ANACORTES 7,President,,Democratic Party,Tom Steyer,0
Skagit,207,ANACORTES 7,President,,Democratic Party,Elizabeth Warren,33
Skagit,207,ANACORTES 7,President,,Democratic Party,Andrew Yang,0
Skagit,207,ANACORTES 7,President,,Democratic Party,Uncommitted Delegates,2
Skagit,207,ANACORTES 7,President,,Democratic Party,Joseph R. Biden,154
Skagit,207,ANACORTES 7,President,,Democratic Party,Michael Bloomberg,38
Skagit,207,ANACORTES 7,President,,Democratic Party,Cory Booker,1
Skagit,207,ANACORTES 7,President,,Democratic Party,Pete Buttigieg,16
Skagit,207,ANACORTES 7,President,,Democratic Party,Write-in,0
Skagit,207,ANACORTES 7,President,,Democratic Party,John Delaney,0
Skagit,207,ANACORTES 7,President,,Democratic Party,Tulsi Gabbard,5
Skagit,207,ANACORTES 7,President,,Democratic Party,Amy Klobuchar,12
Skagit,207,ANACORTES 7,President,,Democratic Party,Deval Patrick,0
Skagit,209,ANACORTES 9,President,,Democratic Party,Michael Bennet,1
Skagit,209,ANACORTES 9,President,,Democratic Party,Bernie Sanders,111
Skagit,209,ANACORTES 9,President,,Democratic Party,Tom Steyer,1
Skagit,209,ANACORTES 9,President,,Democratic Party,Elizabeth Warren,43
Skagit,209,ANACORTES 9,President,,Democratic Party,Andrew Yang,0
Skagit,209,ANACORTES 9,President,,Democratic Party,Uncommitted Delegates,2
Skagit,209,ANACORTES 9,President,,Democratic Party,Joseph R. Biden,219
Skagit,209,ANACORTES 9,President,,Democratic Party,Michael Bloomberg,41
Skagit,209,ANACORTES 9,President,,Democratic Party,Cory Booker,0
Skagit,209,ANACORTES 9,President,,Democratic Party,Pete Buttigieg,25
Skagit,209,ANACORTES 9,President,,Democratic Party,Write-in,0
Skagit,209,ANACORTES 9,President,,Democratic Party,John Delaney,0
Skagit,209,ANACORTES 9,President,,Democratic Party,Tulsi Gabbard,1
Skagit,209,ANACORTES 9,President,,Democratic Party,Amy Klobuchar,27
Skagit,209,ANACORTES 9,President,,Democratic Party,Deval Patrick,0
Skagit,211,ANACORTES 11,President,,Democratic Party,Michael Bennet,0
Skagit,211,ANACORTES 11,President,,Democratic Party,Bernie Sanders,119
Skagit,211,ANACORTES 11,President,,Democratic Party,Tom Steyer,1
Skagit,211,ANACORTES 11,President,,Democratic Party,Elizabeth Warren,46
Skagit,211,ANACORTES 11,President,,Democratic Party,Andrew Yang,0
Skagit,211,ANACORTES 11,President,,Democratic Party,Uncommitted Delegates,2
Skagit,211,ANACORTES 11,President,,Democratic Party,Joseph R. Biden,164
Skagit,211,ANACORTES 11,President,,Democratic Party,Michael Bloomberg,30
Skagit,211,ANACORTES 11,President,,Democratic Party,Cory Booker,0
Skagit,211,ANACORTES 11,President,,Democratic Party,Pete Buttigieg,30
Skagit,211,ANACORTES 11,President,,Democratic Party,Write-in,0
Skagit,211,ANACORTES 11,President,,Democratic Party,John Delaney,0
Skagit,211,ANACORTES 11,President,,Democratic Party,Tulsi Gabbard,2
Skagit,211,ANACORTES 11,President,,Democratic Party,Amy Klobuchar,14
Skagit,211,ANACORTES 11,President,,Democratic Party,Deval Patrick,0
Skagit,217,ANACORTES 17,President,,Democratic Party,Michael Bennet,0
Skagit,217,ANACORTES 17,President,,Democratic Party,Bernie Sanders,192
Skagit,217,ANACORTES 17,President,,Democratic Party,Tom Steyer,2
Skagit,217,ANACORTES 17,President,,Democratic Party,Elizabeth Warren,87
Skagit,217,ANACORTES 17,President,,Democratic Party,Andrew Yang,3
Skagit,217,ANACORTES 17,President,,Democratic Party,Uncommitted Delegates,2
Skagit,217,ANACORTES 17,President,,Democratic Party,Joseph R. Biden,269
Skagit,217,ANACORTES 17,President,,Democratic Party,Michael Bloomberg,39
Skagit,217,ANACORTES 17,President,,Democratic Party,Cory Booker,0
Skagit,217,ANACORTES 17,President,,Democratic Party,Pete Buttigieg,25
Skagit,217,ANACORTES 17,President,,Democratic Party,Write-in,0
Skagit,217,ANACORTES 17,President,,Democratic Party,John Delaney,0
Skagit,217,ANACORTES 17,President,,Democratic Party,Tulsi Gabbard,11
Skagit,217,ANACORTES 17,President,,Democratic Party,Amy Klobuchar,25
Skagit,217,ANACORTES 17,President,,Democratic Party,Deval Patrick,0
Skagit,220,ANACORTES 20,President,,Democratic Party,Michael Bennet,1
Skagit,220,ANACORTES 20,President,,Democratic Party,Bernie Sanders,127
Skagit,220,ANACORTES 20,President,,Democratic Party,Tom Steyer,1
Skagit,220,ANACORTES 20,President,,Democratic Party,Elizabeth Warren,38
Skagit,220,ANACORTES 20,President,,Democratic Party,Andrew Yang,3
Skagit,220,ANACORTES 20,President,,Democratic Party,Uncommitted Delegates,2
Skagit,220,ANACORTES 20,President,,Democratic Party,Joseph R. Biden,224
Skagit,220,ANACORTES 20,President,,Democratic Party,Michael Bloomberg,41
Skagit,220,ANACORTES 20,President,,Democratic Party,Cory Booker,0
Skagit,220,ANACORTES 20,President,,Democratic Party,Pete Buttigieg,26
Skagit,220,ANACORTES 20,President,,Democratic Party,Write-in,1
Skagit,220,ANACORTES 20,President,,Democratic Party,John Delaney,0
Skagit,220,ANACORTES 20,President,,Democratic Party,Tulsi Gabbard,4
Skagit,220,ANACORTES 20,President,,Democratic Party,Amy Klobuchar,13
Skagit,220,ANACORTES 20,President,,Democratic Party,Deval Patrick,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Michael Bennet,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Bernie Sanders,88
Skagit,221,ANACORTES 21,President,,Democratic Party,Tom Steyer,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Elizabeth Warren,21
Skagit,221,ANACORTES 21,President,,Democratic Party,Andrew Yang,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Uncommitted Delegates,5
Skagit,221,ANACORTES 21,President,,Democratic Party,Joseph R. Biden,197
Skagit,221,ANACORTES 21,President,,Democratic Party,Michael Bloomberg,28
Skagit,221,ANACORTES 21,President,,Democratic Party,Cory Booker,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Pete Buttigieg,24
Skagit,221,ANACORTES 21,President,,Democratic Party,Write-in,0
Skagit,221,ANACORTES 21,President,,Democratic Party,John Delaney,0
Skagit,221,ANACORTES 21,President,,Democratic Party,Tulsi Gabbard,10
Skagit,221,ANACORTES 21,President,,Democratic Party,Amy Klobuchar,16
Skagit,221,ANACORTES 21,President,,Democratic Party,Deval Patrick,0
Skagit,222,ANACORTES 22,President,,Democratic Party,Michael Bennet,0
Skagit,222,ANACORTES 22,President,,Democratic Party,Bernie Sanders,123
Skagit,222,ANACORTES 22,President,,Democratic Party,Tom Steyer,0
Skagit,222,ANACORTES 22,President,,Democratic Party,Elizabeth Warren,42
Skagit,222,ANACORTES 22,President,,Democratic Party,Andrew Yang,3
Skagit,222,ANACORTES 22,President,,Democratic Party,Uncommitted Delegates,2
Skagit,222,ANACORTES 22,President,,Democratic Party,Joseph R. Biden,216
Skagit,222,ANACORTES 22,President,,Democratic Party,Michael Bloomberg,34
Skagit,222,ANACORTES 22,President,,Democratic Party,Cory Booker,0
Skagit,222,ANACORTES 22,President,,Democratic Party,Pete Buttigieg,23
Skagit,222,ANACORTES 22,President,,Democratic Party,Write-in,0
Skagit,222,ANACORTES 22,President,,Democratic Party,John Delaney,0
Skagit,222,ANACORTES 22,President,,Democratic Party,Tulsi Gabbard,6
