county,precinct_code,precinct,office,district,party,candidate,votes
Skagit,222,ANACORTES 22,President,,Democratic Party,Amy Klobuchar,16
Skagit,222,ANACORTES 22,President,,Democratic Party,Deval Patrick,0
Skagit,223,ANACORTES 23,President,,Democratic Party,Michael Bennet,0
Skagit,223,ANACORTES 23,President,,Democratic Party,Bernie Sanders,29
Skagit,223,ANACORTES 23,President,,Democratic Party,Tom Steyer,0
Skagit,223,ANACORTES 23,President,,Democratic Party,Elizabeth Warren,13
Skagit,223,ANACORTES 23,President,,Democratic Party,Andrew Yang,1
Skagit,223,ANACORTES 23,President,,Democratic Party,Uncommitted Delegates,0
Skagit,223,ANACORTES 23,President,,Democratic Party,Joseph R. Biden,129
Skagit,223,ANACORTES 23,President,,Democratic Party,Michael Bloomberg,49
Skagit,223,ANACORTES 23,President,,Democratic Party,Cory Booker,2
Skagit,223,ANACORTES 23,President,,Democratic Party,Pete Buttigieg,20
Skagit,223,ANACORTES 23,President,,Democratic Party,Write-in,0
Skagit,223,ANACORTES 23,President,,Democratic Party,John Delaney,0
Skagit,223,ANACORTES 23,President,,Democratic Party,Tulsi Gabbard,3
Skagit,223,ANACORTES 23,President,,Democratic Party,Amy Klobuchar,13
Skagit,223,ANACORTES 23,President,,Democratic Party,Deval Patrick,0
Skagit,224,ANACORTES 24,President,,Democratic Party,Michael Bennet,0
Skagit,224,ANACORTES 24,President,,Democratic Party,Bernie Sanders,103
Skagit,224,ANACORTES 24,President,,Democratic Party,Tom Steyer,2
Skagit,224,ANACORTES 24,President,,Democratic Party,Elizabeth Warren,53
Skagit,224,ANACORTES 24,President,,Democratic Party,Andrew Yang,2
Skagit,224,ANACORTES 24,President,,Democratic Party,Uncommitted Delegates,1
Skagit,224,ANACORTES 24,President,,Democratic Party,Joseph R. Biden,290
Skagit,224,ANACORTES 24,President,,Democratic Party,Michael Bloomberg,50
Skagit,224,ANACORTES 24,President,,Democratic Party,Cory Booker,0
Skagit,224,ANACORTES 24,President,,Democratic Party,Pete Buttigieg,31
Skagit,224,ANACORTES 24,President,,Democratic Party,Write-in,0
Skagit,224,ANACORTES 24,President,,Democratic Party,John Delaney,0
Skagit,224,ANACORTES 24,President,,Democratic Party,Tulsi Gabbard,8
Skagit,224,ANACORTES 24,President,,Democratic Party,Amy Klobuchar,26
Skagit,224,ANACORTES 24,President,,Democratic Party,Deval Patrick,0
Skagit,225,ANACORTES 25,President,,Democratic Party,Michael Bennet,1
Skagit,225,ANACORTES 25,President,,Democratic Party,Bernie Sanders,63
Skagit,225,ANACORTES 25,President,,Democratic Party,Tom Steyer,1
Skagit,225,ANACORTES 25,President,,Democratic Party,Elizabeth Warren,26
Skagit,225,ANACORTES 25,President,,Democratic Party,Andrew Yang,0
Skagit,225,ANACORTES 25,President,,Democratic Party,Uncommitted Delegates,1
Skagit,225,ANACORTES 25,President,,Democratic Party,Joseph R. Biden,116
Skagit,225,ANACORTES 25,President,,Democratic Party,Michael Bloomberg,15
Skagit,225,ANACORTES 25,President,,Democratic Party,Cory Booker,0
Skagit,225,ANACORTES 25,President,,Democratic Party,Pete Buttigieg,20
Skagit,225,ANACORTES 25,President,,Democratic Party,Write-in,0
Skagit,225,ANACORTES 25,President,,Democratic Party,John Delaney,0
Skagit,225,ANACORTES 25,President,,Democratic Party,Tulsi Gabbard,3
Skagit,225,ANACORTES 25,President,,Democratic Party,Amy Klobuchar,9
Skagit,225,ANACORTES 25,President,,Democratic Party,Deval Patrick,0
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Michael Bennet,0
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Bernie Sanders,77
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Tom Steyer,1
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Elizabeth Warren,9
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Andrew Yang,4
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Uncommitted Delegates,1
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Joseph R. Biden,34
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Michael Bloomberg,14
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Cory Booker,0
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Pete Buttigieg,2
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Write-in,0
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,John Delaney,0
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Tulsi Gabbard,2
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Amy Klobuchar,4
Skagit,301,MOUNT VERNON 1,President,,Democratic Party,Deval Patrick,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Michael Bennet,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Bernie Sanders,64
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Tom Steyer,1
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Elizabeth Warren,14
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Andrew Yang,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Uncommitted Delegates,2
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Joseph R. Biden,57
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Michael Bloomberg,17
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Cory Booker,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Pete Buttigieg,4
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Write-in,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,John Delaney,0
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Tulsi Gabbard,4
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Amy Klobuchar,3
Skagit,302,MOUNT VERNON 2,President,,Democratic Party,Deval Patrick,0
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Michael Bennet,0
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Bernie Sanders,143
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Tom Steyer,0
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Elizabeth Warren,23
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Andrew Yang,1
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Uncommitted Delegates,3
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Joseph R. Biden,80
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Michael Bloomberg,31
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Cory Booker,1
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Pete Buttigieg,15
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Write-in,0
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,John Delaney,0
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Tulsi Gabbard,2
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Amy Klobuchar,5
Skagit,303,MOUNT VERNON 3,President,,Democratic Party,Deval Patrick,0
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Michael Bennet,1
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Bernie Sanders,131
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Tom Steyer,3
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Elizabeth Warren,32
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Andrew Yang,0
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Uncommitted Delegates,4
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Joseph R. Biden,149
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Michael Bloomberg,44
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Cory Booker,0
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Pete Buttigieg,15
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Write-in,1
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,John Delaney,0
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Tulsi Gabbard,4
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Amy Klobuchar,10
Skagit,304,MOUNT VERNON 4,President,,Democratic Party,Deval Patrick,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Michael Bennet,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Bernie Sanders,50
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Tom Steyer,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Elizabeth Warren,7
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Andrew Yang,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Uncommitted Delegates,1
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Joseph R. Biden,34
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Michael Bloomberg,8
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Cory Booker,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Pete Buttigieg,5
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Write-in,2
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,John Delaney,0
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Tulsi Gabbard,3
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Amy Klobuchar,1
Skagit,305,MOUNT VERNON 5,President,,Democratic Party,Deval Patrick,0
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Michael Bennet,0
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Bernie Sanders,149
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Tom Steyer,2
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Elizabeth Warren,33
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Andrew Yang,2
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Uncommitted Delegates,1
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Joseph R. Biden,85
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Michael Bloomberg,17
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Cory Booker,0
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Pete Buttigieg,18
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Write-in,0
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,John Delaney,0
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Tulsi Gabbard,5
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Amy Klobuchar,5
Skagit,306,MOUNT VERNON 6,President,,Democratic Party,Deval Patrick,0
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Michael Bennet,0
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Bernie Sanders,144
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Tom Steyer,0
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Elizabeth Warren,48
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Andrew Yang,1
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Uncommitted Delegates,1
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Joseph R. Biden,127
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Michael Bloomberg,24
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Cory Booker,0
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Pete Buttigieg,10
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Write-in,1
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,John Delaney,0
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Tulsi Gabbard,3
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Amy Klobuchar,14
Skagit,307,MOUNT VERNON 7,President,,Democratic Party,Deval Patrick,0
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Michael Bennet,0
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Bernie Sanders,126
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Tom Steyer,1
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Elizabeth Warren,42
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Andrew Yang,2
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Uncommitted Delegates,3
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Joseph R. Biden,186
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Michael Bloomberg,53
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Cory Booker,1
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Pete Buttigieg,26
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Write-in,1
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,John Delaney,0
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Tulsi Gabbard,2
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Amy Klobuchar,17
Skagit,308,MOUNT VERNON 8,President,,Democratic Party,Deval Patrick,0
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Michael Bennet,0
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Bernie Sanders,79
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Tom Steyer,1
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Elizabeth Warren,19
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Andrew Yang,0
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Uncommitted Delegates,2
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Joseph R. Biden,62
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Michael Bloomberg,11
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Cory Booker,1
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Pete Buttigieg,2
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Write-in,0
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,John Delaney,1
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Tulsi Gabbard,0
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Amy Klobuchar,5
Skagit,309,MOUNT VERNON 9,President,,Democratic Party,Deval Patrick,0
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Michael Bennet,1
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Bernie Sanders,85
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Tom Steyer,0
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Elizabeth Warren,15
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Andrew Yang,0
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Uncommitted Delegates,3
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Joseph R. Biden,59
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Michael Bloomberg,16
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Cory Booker,0
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Pete Buttigieg,6
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Write-in,1
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,John Delaney,0
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Tulsi Gabbard,2
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Amy Klobuchar,2
Skagit,310,MOUNT VERNON 10,President,,Democratic Party,Deval Patrick,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Michael Bennet,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Bernie Sanders,73
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Tom Steyer,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Elizabeth Warren,19
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Andrew Yang,2
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Uncommitted Delegates,1
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Joseph R. Biden,142
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Michael Bloomberg,19
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Cory Booker,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Pete Buttigieg,10
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Write-in,1
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,John Delaney,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Tulsi Gabbard,0
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Amy Klobuchar,11
Skagit,311,MOUNT VERNON 11,President,,Democratic Party,Deval Patrick,0
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Michael Bennet,1
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Bernie Sanders,57
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Tom Steyer,1
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Elizabeth Warren,9
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Andrew Yang,1
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Uncommitted Delegates,0
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Joseph R. Biden,54
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Michael Bloomberg,12
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Cory Booker,0
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Pete Buttigieg,5
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Write-in,0
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,John Delaney,0
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Tulsi Gabbard,2
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Amy Klobuchar,8
Skagit,312,MOUNT VERNON 12,President,,Democratic Party,Deval Patrick,0
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Michael Bennet,0
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Bernie Sanders,151
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Tom Steyer,4
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Elizabeth Warren,28
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Andrew Yang,1
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Uncommitted Delegates,0
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Joseph R. Biden,112
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Michael Bloomberg,45
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Cory Booker,0
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Pete Buttigieg,17
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Write-in,0
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,John Delaney,2
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Tulsi Gabbard,5
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Amy Klobuchar,6
Skagit,314,MOUNT VERNON 14,President,,Democratic Party,Deval Patrick,0
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Michael Bennet,0
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Bernie Sanders,114
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Tom Steyer,0
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Elizabeth Warren,19
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Andrew Yang,2
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Uncommitted Delegates,2
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Joseph R. Biden,69
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Michael Bloomberg,28
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Cory Booker,1
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Pete Buttigieg,4
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Write-in,1
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,John Delaney,0
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Tulsi Gabbard,0
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Amy Klobuchar,5
Skagit,315,MOUNT VERNON 15,President,,Democratic Party,Deval Patrick,1
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Michael Bennet,3
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Bernie Sanders,110
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Tom Steyer,0
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Elizabeth Warren,33
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Andrew Yang,1
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Uncommitted Delegates,2
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Joseph R. Biden,201
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Michael Bloomberg,54
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Cory Booker,2
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Pete Buttigieg,27
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Write-in,1
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,John Delaney,0
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Tulsi Gabbard,5
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Amy Klobuchar,25
Skagit,316,MOUNT VERNON 16,President,,Democratic Party,Deval Patrick,1
