county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Wayne,"City of Detroit, Precinct 193",Registered Voters,,,,904,,,,,,,
Wayne,"City of Detroit, Precinct 194",Registered Voters,,,,916,,,,,,,
Wayne,"City of Detroit, Precinct 195",Registered Voters,,,,1751,,,,,,,
Wayne,"City of Detroit, Precinct 197",Registered Voters,,,,684,,,,,,,
Wayne,"City of Detroit, Precinct 198",Registered Voters,,,,1365,,,,,,,
Wayne,"City of Detroit, Precinct 199",Registered Voters,,,,685,,,,,,,
Wayne,"City of Detroit, Precinct 200",Registered Voters,,,,757,,,,,,,
Wayne,"City of Detroit, Precinct 201",Registered Voters,,,,2086,,,,,,,
Wayne,"City of Detroit, Precinct 203",Registered Voters,,,,1166,,,,,,,
Wayne,"City of Detroit, Precinct 204",Registered Voters,,,,1717,,,,,,,
Wayne,"City of Detroit, Precinct 207",Registered Voters,,,,1425,,,,,,,
Wayne,"City of Detroit, Precinct 208",Registered Voters,,,,1533,,,,,,,
Wayne,"City of Detroit, Precinct 209",Registered Voters,,,,1013,,,,,,,
Wayne,"City of Detroit, Precinct 210",Registered Voters,,,,768,,,,,,,
Wayne,"City of Detroit, Precinct 211",Registered Voters,,,,1769,,,,,,,
Wayne,"City of Detroit, Precinct 212",Registered Voters,,,,1856,,,,,,,
Wayne,"City of Detroit, Precinct 215",Registered Voters,,,,1151,,,,,,,
Wayne,"City of Detroit, Precinct 216",Registered Voters,,,,761,,,,,,,
Wayne,"City of Detroit, Precinct 217",Registered Voters,,,,1460,,,,,,,
Wayne,"City of Detroit, Precinct 218",Registered Voters,,,,778,,,,,,,
Wayne,"City of Detroit, Precinct 219",Registered Voters,,,,789,,,,,,,
Wayne,"City of Detroit, Precinct 220",Registered Voters,,,,1136,,,,,,,
Wayne,"City of Detroit, Precinct 221",Registered Voters,,,,2051,,,,,,,
Wayne,"City of Detroit, Precinct 222",Registered Voters,,,,1033,,,,,,,
Wayne,"City of Detroit, Precinct 223",Registered Voters,,,,1579,,,,,,,
Wayne,"City of Detroit, Precinct 224",Registered Voters,,,,2080,,,,,,,
Wayne,"City of Detroit, Precinct 225",Registered Voters,,,,1716,,,,,,,
Wayne,"City of Detroit, Precinct 226",Registered Voters,,,,992,,,,,,,
Wayne,"City of Detroit, Precinct 227",Registered Voters,,,,1053,,,,,,,
Wayne,"City of Detroit, Precinct 228",Registered Voters,,,,1641,,,,,,,
Wayne,"City of Detroit, Precinct 229",Registered Voters,,,,1431,,,,,,,
Wayne,"City of Detroit, Precinct 230",Registered Voters,,,,1827,,,,,,,
Wayne,"City of Detroit, Precinct 231",Registered Voters,,,,1240,,,,,,,
Wayne,"City of Detroit, Precinct 232",Registered Voters,,,,1663,,,,,,,
Wayne,"City of Detroit, Precinct 233",Registered Voters,,,,1540,,,,,,,
Wayne,"City of Detroit, Precinct 234",Registered Voters,,,,1111,,,,,,,
Wayne,"City of Detroit, Precinct 236",Registered Voters,,,,1643,,,,,,,
Wayne,"City of Detroit, Precinct 238",Registered Voters,,,,993,,,,,,,
Wayne,"City of Detroit, Precinct 239",Registered Voters,,,,925,,,,,,,
Wayne,"City of Detroit, Precinct 240",Registered Voters,,,,973,,,,,,,
Wayne,"City of Detroit, Precinct 241",Registered Voters,,,,1143,,,,,,,
Wayne,"City of Detroit, Precinct 242",Registered Voters,,,,1389,,,,,,,
Wayne,"City of Detroit, Precinct 243",Registered Voters,,,,755,,,,,,,
Wayne,"City of Detroit, Precinct 244",Registered Voters,,,,1415,,,,,,,
Wayne,"City of Detroit, Precinct 246",Registered Voters,,,,985,,,,,,,
Wayne,"City of Detroit, Precinct 247",Registered Voters,,,,1020,,,,,,,
Wayne,"City of Detroit, Precinct 248",Registered Voters,,,,702,,,,,,,
Wayne,"City of Detroit, Precinct 249",Registered Voters,,,,1279,,,,,,,
Wayne,"City of Detroit, Precinct 250",Registered Voters,,,,1484,,,,,,,
Wayne,"City of Detroit, Precinct 251",Registered Voters,,,,900,,,,,,,
Wayne,"City of Detroit, Precinct 252",Registered Voters,,,,953,,,,,,,
Wayne,"City of Detroit, Precinct 253",Registered Voters,,,,937,,,,,,,
Wayne,"City of Detroit, Precinct 254",Registered Voters,,,,1428,,,,,,,
Wayne,"City of Detroit, Precinct 256",Registered Voters,,,,861,,,,,,,
Wayne,"City of Detroit, Precinct 257",Registered Voters,,,,1720,,,,,,,
Wayne,"City of Detroit, Precinct 258",Registered Voters,,,,1441,,,,,,,
Wayne,"City of Detroit, Precinct 259",Registered Voters,,,,1137,,,,,,,
Wayne,"City of Detroit, Precinct 260",Registered Voters,,,,1186,,,,,,,
Wayne,"City of Detroit, Precinct 261",Registered Voters,,,,2079,,,,,,,
Wayne,"City of Detroit, Precinct 263",Registered Voters,,,,1974,,,,,,,
Wayne,"City of Detroit, Precinct 264",Registered Voters,,,,1384,,,,,,,
Wayne,"City of Detroit, Precinct 265",Registered Voters,,,,1351,,,,,,,
Wayne,"City of Detroit, Precinct 266",Registered Voters,,,,329,,,,,,,
Wayne,"City of Detroit, Precinct 267",Registered Voters,,,,757,,,,,,,
Wayne,"City of Detroit, Precinct 268",Registered Voters,,,,758,,,,,,,
Wayne,"City of Detroit, Precinct 269",Registered Voters,,,,1121,,,,,,,
Wayne,"City of Detroit, Precinct 271",Registered Voters,,,,2426,,,,,,,
Wayne,"City of Detroit, Precinct 272",Registered Voters,,,,396,,,,,,,
Wayne,"City of Detroit, Precinct 273",Registered Voters,,,,838,,,,,,,
Wayne,"City of Detroit, Precinct 275",Registered Voters,,,,1032,,,,,,,
Wayne,"City of Detroit, Precinct 276",Registered Voters,,,,1848,,,,,,,
Wayne,"City of Detroit, Precinct 278",Registered Voters,,,,997,,,,,,,
Wayne,"City of Detroit, Precinct 279",Registered Voters,,,,1727,,,,,,,
Wayne,"City of Detroit, Precinct 280",Registered Voters,,,,993,,,,,,,
Wayne,"City of Detroit, Precinct 281",Registered Voters,,,,1617,,,,,,,
Wayne,"City of Detroit, Precinct 282",Registered Voters,,,,2004,,,,,,,
Wayne,"City of Detroit, Precinct 283",Registered Voters,,,,1908,,,,,,,
Wayne,"City of Detroit, Precinct 285",Registered Voters,,,,1541,,,,,,,
Wayne,"City of Detroit, Precinct 286",Registered Voters,,,,1514,,,,,,,
Wayne,"City of Detroit, Precinct 287",Registered Voters,,,,1579,,,,,,,
Wayne,"City of Detroit, Precinct 288",Registered Voters,,,,1499,,,,,,,
Wayne,"City of Detroit, Precinct 289",Registered Voters,,,,671,,,,,,,
Wayne,"City of Detroit, Precinct 290",Registered Voters,,,,941,,,,,,,
Wayne,"City of Detroit, Precinct 291",Registered Voters,,,,1267,,,,,,,
Wayne,"City of Detroit, Precinct 292",Registered Voters,,,,1398,,,,,,,
Wayne,"City of Detroit, Precinct 293",Registered Voters,,,,890,,,,,,,
Wayne,"City of Detroit, Precinct 294",Registered Voters,,,,1375,,,,,,,
Wayne,"City of Detroit, Precinct 295",Registered Voters,,,,1697,,,,,,,
Wayne,"City of Detroit, Precinct 296",Registered Voters,,,,1090,,,,,,,
Wayne,"City of Detroit, Precinct 297",Registered Voters,,,,1520,,,,,,,
Wayne,"City of Detroit, Precinct 298",Registered Voters,,,,1717,,,,,,,
Wayne,"City of Detroit, Precinct 299",Registered Voters,,,,1941,,,,,,,
Wayne,"City of Detroit, Precinct 300",Registered Voters,,,,1191,,,,,,,
Wayne,"City of Detroit, Precinct 301",Registered Voters,,,,726,,,,,,,
Wayne,"City of Detroit, Precinct 302",Registered Voters,,,,1726,,,,,,,
Wayne,"City of Detroit, Precinct 304",Registered Voters,,,,1026,,,,,,,
Wayne,"City of Detroit, Precinct 305",Registered Voters,,,,1460,,,,,,,
Wayne,"City of Detroit, Precinct 306",Registered Voters,,,,1591,,,,,,,
Wayne,"City of Detroit, Precinct 307",Registered Voters,,,,917,,,,,,,
Wayne,"City of Detroit, Precinct 308",Registered Voters,,,,1423,,,,,,,
Wayne,"City of Detroit, Precinct 309",Registered Voters,,,,722,,,,,,,
Wayne,"City of Detroit, Precinct 310",Registered Voters,,,,737,,,,,,,
Wayne,"City of Detroit, Precinct 311",Registered Voters,,,,1393,,,,,,,
Wayne,"City of Detroit, Precinct 312",Registered Voters,,,,1631,,,,,,,
Wayne,"City of Detroit, Precinct 313",Registered Voters,,,,918,,,,,,,
Wayne,"City of Detroit, Precinct 315",Registered Voters,,,,1681,,,,,,,
Wayne,"City of Detroit, Precinct 316",Registered Voters,,,,1513,,,,,,,
Wayne,"City of Detroit, Precinct 317",Registered Voters,,,,894,,,,,,,
Wayne,"City of Detroit, Precinct 318",Registered Voters,,,,925,,,,,,,
Wayne,"City of Detroit, Precinct 319",Registered Voters,,,,1642,,,,,,,
Wayne,"City of Detroit, Precinct 320",Registered Voters,,,,2122,,,,,,,
Wayne,"City of Detroit, Precinct 323",Registered Voters,,,,1726,,,,,,,
Wayne,"City of Detroit, Precinct 324",Registered Voters,,,,1551,,,,,,,
Wayne,"City of Detroit, Precinct 325",Registered Voters,,,,1483,,,,,,,
Wayne,"City of Detroit, Precinct 326",Registered Voters,,,,2212,,,,,,,
Wayne,"City of Detroit, Precinct 328",Registered Voters,,,,1017,,,,,,,
Wayne,"City of Detroit, Precinct 329",Registered Voters,,,,910,,,,,,,
Wayne,"City of Detroit, Precinct 330",Registered Voters,,,,1994,,,,,,,
Wayne,"City of Detroit, Precinct 331",Registered Voters,,,,2063,,,,,,,
Wayne,"City of Detroit, Precinct 333",Registered Voters,,,,1094,,,,,,,
Wayne,"City of Detroit, Precinct 334",Registered Voters,,,,763,,,,,,,
Wayne,"City of Detroit, Precinct 335",Registered Voters,,,,1456,,,,,,,
Wayne,"City of Detroit, Precinct 336",Registered Voters,,,,1367,,,,,,,
Wayne,"City of Detroit, Precinct 337",Registered Voters,,,,1359,,,,,,,
Wayne,"City of Detroit, Precinct 338",Registered Voters,,,,1806,,,,,,,
Wayne,"City of Detroit, Precinct 339",Registered Voters,,,,1211,,,,,,,
Wayne,"City of Detroit, Precinct 340",Registered Voters,,,,634,,,,,,,
Wayne,"City of Detroit, Precinct 341",Registered Voters,,,,1624,,,,,,,
Wayne,"City of Detroit, Precinct 342",Registered Voters,,,,1661,,,,,,,
Wayne,"City of Detroit, Precinct 343",Registered Voters,,,,1578,,,,,,,
Wayne,"City of Detroit, Precinct 344",Registered Voters,,,,1520,,,,,,,
Wayne,"City of Detroit, Precinct 345",Registered Voters,,,,1815,,,,,,,
Wayne,"City of Detroit, Precinct 346",Registered Voters,,,,1131,,,,,,,
Wayne,"City of Detroit, Precinct 347",Registered Voters,,,,2097,,,,,,,
Wayne,"City of Detroit, Precinct 348",Registered Voters,,,,992,,,,,,,
Wayne,"City of Detroit, Precinct 349",Registered Voters,,,,1518,,,,,,,
Wayne,"City of Detroit, Precinct 350",Registered Voters,,,,638,,,,,,,
Wayne,"City of Detroit, Precinct 351",Registered Voters,,,,1020,,,,,,,
Wayne,"City of Detroit, Precinct 352",Registered Voters,,,,1959,,,,,,,
Wayne,"City of Detroit, Precinct 353",Registered Voters,,,,258,,,,,,,
Wayne,"City of Detroit, Precinct 355",Registered Voters,,,,2027,,,,,,,
Wayne,"City of Detroit, Precinct 356",Registered Voters,,,,1436,,,,,,,
Wayne,"City of Detroit, Precinct 357",Registered Voters,,,,2042,,,,,,,
Wayne,"City of Detroit, Precinct 359",Registered Voters,,,,2187,,,,,,,
Wayne,"City of Detroit, Precinct 360",Registered Voters,,,,24,,,,,,,
Wayne,"City of Detroit, Precinct 361",Registered Voters,,,,1573,,,,,,,
Wayne,"City of Detroit, Precinct 362",Registered Voters,,,,696,,,,,,,
Wayne,"City of Detroit, Precinct 363",Registered Voters,,,,1129,,,,,,,
Wayne,"City of Detroit, Precinct 364",Registered Voters,,,,1504,,,,,,,
Wayne,"City of Detroit, Precinct 365",Registered Voters,,,,1674,,,,,,,
Wayne,"City of Detroit, Precinct 368",Registered Voters,,,,1162,,,,,,,
Wayne,"City of Detroit, Precinct 369",Registered Voters,,,,2258,,,,,,,
Wayne,"City of Detroit, Precinct 370",Registered Voters,,,,1276,,,,,,,
Wayne,"City of Detroit, Precinct 371",Registered Voters,,,,1217,,,,,,,
Wayne,"City of Detroit, Precinct 373",Registered Voters,,,,1087,,,,,,,
Wayne,"City of Detroit, Precinct 374",Registered Voters,,,,1227,,,,,,,
Wayne,"City of Detroit, Precinct 375",Registered Voters,,,,1604,,,,,,,
Wayne,"City of Detroit, Precinct 376",Registered Voters,,,,1663,,,,,,,
Wayne,"City of Detroit, Precinct 377",Registered Voters,,,,1450,,,,,,,
Wayne,"City of Detroit, Precinct 378",Registered Voters,,,,985,,,,,,,
Wayne,"City of Detroit, Precinct 379",Registered Voters,,,,1665,,,,,,,
Wayne,"City of Detroit, Precinct 380",Registered Voters,,,,1247,,,,,,,
Wayne,"City of Detroit, Precinct 381",Registered Voters,,,,1930,,,,,,,
Wayne,"City of Detroit, Precinct 383",Registered Voters,,,,1359,,,,,,,
Wayne,"City of Detroit, Precinct 384",Registered Voters,,,,1702,,,,,,,
Wayne,"City of Detroit, Precinct 385",Registered Voters,,,,937,,,,,,,
Wayne,"City of Detroit, Precinct 386",Registered Voters,,,,1733,,,,,,,
Wayne,"City of Detroit, Precinct 387",Registered Voters,,,,1066,,,,,,,
Wayne,"City of Detroit, Precinct 389",Registered Voters,,,,1174,,,,,,,
Wayne,"City of Detroit, Precinct 390",Registered Voters,,,,1201,,,,,,,
Wayne,"City of Detroit, Precinct 392",Registered Voters,,,,1229,,,,,,,
Wayne,"City of Detroit, Precinct 393",Registered Voters,,,,1008,,,,,,,
Wayne,"City of Detroit, Precinct 394",Registered Voters,,,,1186,,,,,,,
Wayne,"City of Detroit, Precinct 395",Registered Voters,,,,836,,,,,,,
Wayne,"City of Detroit, Precinct 396",Registered Voters,,,,1626,,,,,,,
Wayne,"City of Detroit, Precinct 398",Registered Voters,,,,1347,,,,,,,
Wayne,"City of Detroit, Precinct 399",Registered Voters,,,,1438,,,,,,,
Wayne,"City of Detroit, Precinct 400",Registered Voters,,,,1579,,,,,,,
Wayne,"City of Detroit, Precinct 402",Registered Voters,,,,927,,,,,,,
Wayne,"City of Detroit, Precinct 403",Registered Voters,,,,1276,,,,,,,
Wayne,"City of Detroit, Precinct 404",Registered Voters,,,,719,,,,,,,
Wayne,"City of Detroit, Precinct 405",Registered Voters,,,,1202,,,,,,,
Wayne,"City of Detroit, Precinct 406",Registered Voters,,,,1643,,,,,,,
Wayne,"City of Detroit, Precinct 407",Registered Voters,,,,354,,,,,,,
Wayne,"City of Detroit, Precinct 408",Registered Voters,,,,1092,,,,,,,
Wayne,"City of Detroit, Precinct 409",Registered Voters,,,,1092,,,,,,,
Wayne,"City of Detroit, Precinct 410",Registered Voters,,,,1156,,,,,,,
Wayne,"City of Detroit, Precinct 411",Registered Voters,,,,2003,,,,,,,
Wayne,"City of Detroit, Precinct 413",Registered Voters,,,,1654,,,,,,,
Wayne,"City of Detroit, Precinct 414",Registered Voters,,,,673,,,,,,,
Wayne,"City of Detroit, Precinct 415",Registered Voters,,,,1255,,,,,,,
Wayne,"City of Detroit, Precinct 416",Registered Voters,,,,649,,,,,,,
Wayne,"City of Detroit, Precinct 417",Registered Voters,,,,690,,,,,,,
Wayne,"City of Detroit, Precinct 418",Registered Voters,,,,1358,,,,,,,
Wayne,"City of Detroit, Precinct 419",Registered Voters,,,,1361,,,,,,,
Wayne,"City of Detroit, Precinct 420",Registered Voters,,,,1035,,,,,,,
Wayne,"City of Detroit, Precinct 421",Registered Voters,,,,258,,,,,,,
Wayne,"City of Detroit, Precinct 422",Registered Voters,,,,1114,,,,,,,
Wayne,"City of Detroit, Precinct 423",Registered Voters,,,,1473,,,,,,,
Wayne,"City of Detroit, Precinct 424",Registered Voters,,,,1732,,,,,,,
Wayne,"City of Detroit, Precinct 425",Registered Voters,,,,2280,,,,,,,
Wayne,"City of Detroit, Precinct 426",Registered Voters,,,,1707,,,,,,,
Wayne,"City of Detroit, Precinct 428",Registered Voters,,,,1306,,,,,,,
Wayne,"City of Detroit, Precinct 429",Registered Voters,,,,953,,,,,,,
Wayne,"City of Detroit, Precinct 430",Registered Voters,,,,1705,,,,,,,
Wayne,"City of Detroit, Precinct 432",Registered Voters,,,,1262,,,,,,,
Wayne,"City of Detroit, Precinct 433",Registered Voters,,,,825,,,,,,,
Wayne,"City of Detroit, Precinct 434",Registered Voters,,,,963,,,,,,,
Wayne,"City of Detroit, Precinct 435",Registered Voters,,,,448,,,,,,,
Wayne,"City of Detroit, Precinct 436",Registered Voters,,,,867,,,,,,,
Wayne,"City of Detroit, Precinct 437",Registered Voters,,,,823,,,,,,,
Wayne,"City of Detroit, Precinct 438",Registered Voters,,,,764,,,,,,,
Wayne,"City of Detroit, Precinct 439",Registered Voters,,,,988,,,,,,,
Wayne,"City of Detroit, Precinct 440",Registered Voters,,,,595,,,,,,,
Wayne,"City of Detroit, Precinct 441",Registered Voters,,,,1345,,,,,,,
Wayne,"City of Detroit, Precinct 442",Registered Voters,,,,1843,,,,,,,
Wayne,"City of Detroit, Precinct 443",Registered Voters,,,,105,,,,,,,
Wayne,"City of Detroit, Precinct 444",Registered Voters,,,,5,,,,,,,
Wayne,"City of Detroit, Precinct 446",Registered Voters,,,,878,,,,,,,
Wayne,"City of Detroit, Precinct 447",Registered Voters,,,,1267,,,,,,,
Wayne,"City of Detroit, Precinct 448",Registered Voters,,,,630,,,,,,,
Wayne,"City of Detroit, Precinct 449",Registered Voters,,,,1138,,,,,,,
Wayne,"City of Detroit, Precinct 450",Registered Voters,,,,36,,,,,,,
Wayne,"City of Detroit, Precinct 452",Registered Voters,,,,760,,,,,,,
Wayne,"City of Detroit, Precinct 453",Registered Voters,,,,596,,,,,,,
Wayne,"City of Detroit, Precinct 457",Registered Voters,,,,769,,,,,,,
Wayne,"City of Detroit, Precinct 458",Registered Voters,,,,547,,,,,,,
Wayne,"City of Detroit, Precinct 460",Registered Voters,,,,1764,,,,,,,
Wayne,"City of Detroit, Precinct 461",Registered Voters,,,,2172,,,,,,,
Wayne,"City of Detroit, Precinct 462",Registered Voters,,,,1816,,,,,,,
Wayne,"City of Detroit, Precinct 464",Registered Voters,,,,1246,,,,,,,
Wayne,"City of Detroit, Precinct 466",Registered Voters,,,,1622,,,,,,,
Wayne,"City of Detroit, Precinct 470",Registered Voters,,,,2111,,,,,,,
Wayne,"City of Detroit, Precinct 471",Registered Voters,,,,1663,,,,,,,
Wayne,"City of Detroit, Precinct 472",Registered Voters,,,,1998,,,,,,,
Wayne,"City of Detroit, Precinct 473",Registered Voters,,,,2231,,,,,,,
Wayne,"City of Detroit, Precinct 474",Registered Voters,,,,793,,,,,,,
Wayne,"City of Detroit, Precinct 475",Registered Voters,,,,1402,,,,,,,
Wayne,"City of Detroit, Precinct 477",Registered Voters,,,,3365,,,,,,,
Wayne,"City of Detroit, Precinct 479",Registered Voters,,,,731,,,,,,,
Wayne,"City of Detroit, Precinct 480",Registered Voters,,,,2035,,,,,,,
Wayne,"City of Detroit, Precinct 481",Registered Voters,,,,1976,,,,,,,
Wayne,"City of Detroit, Precinct 482",Registered Voters,,,,1233,,,,,,,
Wayne,"City of Detroit, Precinct 483",Registered Voters,,,,1732,,,,,,,
Wayne,"City of Detroit, Precinct 484",Registered Voters,,,,1252,,,,,,,
Wayne,"City of Detroit, Precinct 485",Registered Voters,,,,1304,,,,,,,
Wayne,"City of Detroit, Precinct 490",Registered Voters,,,,121,,,,,,,
Wayne,"City of Detroit, Precinct 491",Registered Voters,,,,1400,,,,,,,
Wayne,"City of Detroit, Precinct 493",Registered Voters,,,,643,,,,,,,
Wayne,"City of Detroit, Precinct 495",Registered Voters,,,,729,,,,,,,
Wayne,"City of Detroit, Precinct 496",Registered Voters,,,,979,,,,,,,
Wayne,"City of Detroit, Precinct 497",Registered Voters,,,,985,,,,,,,
Wayne,"City of Detroit, Precinct 500",Registered Voters,,,,796,,,,,,,
Wayne,"City of Detroit, Precinct 501",Registered Voters,,,,846,,,,,,,
Wayne,"City of Detroit, Precinct 502",Registered Voters,,,,934,,,,,,,
Wayne,"City of Ecorse, Precinct 1",Registered Voters,,,,2407,,,,,,,
Wayne,"City of Ecorse, Precinct 2",Registered Voters,,,,2438,,,,,,,
Wayne,"City of Ecorse, Precinct 3",Registered Voters,,,,917,,,,,,,
Wayne,"City of Ecorse, Precinct 4",Registered Voters,,,,1815,,,,,,,
Wayne,"City of Farmington Hills, Precinct 27",Registered Voters,,,,2829,,,,,,,
Wayne,"City of Flat Rock, Precinct 1",Registered Voters,,,,2711,,,,,,,
Wayne,"City of Flat Rock, Precinct 2",Registered Voters,,,,2934,,,,,,,
Wayne,"City of Flat Rock, Precinct 3",Registered Voters,,,,3127,,,,,,,
Wayne,"City of Garden City, Precinct 1",Registered Voters,,,,3003,,,,,,,
Wayne,"City of Garden City, Precinct 2",Registered Voters,,,,2311,,,,,,,
Wayne,"City of Garden City, Precinct 3",Registered Voters,,,,2830,,,,,,,
Wayne,"City of Garden City, Precinct 4",Registered Voters,,,,1430,,,,,,,
Wayne,"City of Garden City, Precinct 5",Registered Voters,,,,1553,,,,,,,
Wayne,"City of Garden City, Precinct 6",Registered Voters,,,,2373,,,,,,,
Wayne,"City of Garden City, Precinct 7",Registered Voters,,,,2452,,,,,,,
Wayne,"City of Garden City, Precinct 8",Registered Voters,,,,3286,,,,,,,
Wayne,"City of Garden City, Precinct 9",Registered Voters,,,,2403,,,,,,,
Wayne,"City of Garden City, Precinct 10",Registered Voters,,,,2178,,,,,,,
Wayne,"City of Gibraltar, Precinct 1",Registered Voters,,,,1991,,,,,,,
Wayne,"City of Gibraltar, Precinct 2",Registered Voters,,,,2298,,,,,,,
Wayne,"Grosse Ile Township, Precinct 1",Registered Voters,,,,4691,,,,,,,
Wayne,"Grosse Ile Township, Precinct 2",Registered Voters,,,,2213,,,,,,,
Wayne,"Grosse Ile Township, Precinct 3",Registered Voters,,,,2841,,,,,,,
Wayne,"City of Grosse Pointe, Precinct 1",Registered Voters,,,,2424,,,,,,,
Wayne,"City of Grosse Pointe, Precinct 2",Registered Voters,,,,2817,,,,,,,
Wayne,"City of Grosse Pointe Farms, Precinct 1",Registered Voters,,,,1394,,,,,,,
Wayne,"City of Grosse Pointe Farms, Precinct 2",Registered Voters,,,,2324,,,,,,,
