county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",U.S. House,4,Jessica Swartz,DEM,297,73,193,,31,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",U.S. House,4,Bill Huizenga,REP,456,169,205,,82,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",U.S. House,4,Curtis Clark,UST,6,3,3,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",U.S. House,4,Under Votes,,25,8,13,,4,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",U.S. House,4,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",State House,88,Tim Meyer,DEM,319,83,201,,35,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",State House,88,Greg VanWoerkom,REP,438,162,198,,78,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",State House,88,Under Votes,,27,8,15,,4,,,
Ottawa,"Port Sheldon Township, Precinct 2 - GHAPS",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Ballots Cast,,,,919,,,,,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Registered Voters,,,,1407,,,,,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Democratic Party,DEM,222,82,113,,27,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Republican Party,REP,339,182,81,,76,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Libertarian Party,LIB,3,3,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Green Party,GRN,2,2,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Working Class Party,WCP,3,2,1,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Under Votes,,349,187,108,,54,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Kamala D. Harris,DEM,396,159,185,,52,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Donald J. Trump,REP,501,284,114,,103,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Chase Oliver,LIB,6,5,1,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Randall Terry,UST,3,2,0,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Jill Stein,GRN,2,2,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Robert F. Kennedy Jr.,NLP,4,2,1,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Cornel West,NPA,1,1,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Peter Sonski (W),,2,1,1,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Under Votes,,4,3,1,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Elissa Slotkin,DEM,386,151,181,,54,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Mike Rogers,REP,489,277,111,,101,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Joseph Solis-Mullen,LIB,14,11,3,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Dave Stein,UST,9,6,3,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Douglas P. Marsh,GRN,6,5,1,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Doug Dern,NLP,2,1,0,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Under Votes,,13,8,4,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. House,4,Jessica Swartz,DEM,362,141,176,,45,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. House,4,Bill Huizenga,REP,520,292,119,,109,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. House,4,Curtis Clark,UST,18,13,3,,2,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. House,4,Under Votes,,19,13,5,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",U.S. House,4,Over Votes,,0,0,0,,0,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",State House,88,Tim Meyer,DEM,377,145,179,,53,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",State House,88,Greg VanWoerkom,REP,521,299,119,,103,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",State House,88,Under Votes,,21,15,5,,1,,,
Ottawa,"Port Sheldon Township, Precinct 2 - WOPS",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",Ballots Cast,,,,1745,,,,,,,
Ottawa,"Robinson Township, Precinct 1",Registered Voters,,,,2195,,,,,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Democratic Party,DEM,242,76,150,,16,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Republican Party,REP,661,262,237,,162,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Libertarian Party,LIB,6,4,0,,2,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Green Party,GRN,2,2,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Working Class Party,WCP,3,2,1,,0,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Natural Law Party,NLP,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Under Votes,,830,321,385,,124,,,
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Kamala D. Harris,DEM,639,185,400,,54,,,
Ottawa,"Robinson Township, Precinct 1",President,,Donald J. Trump,REP,1074,472,355,,247,,,
Ottawa,"Robinson Township, Precinct 1",President,,Chase Oliver,LIB,14,8,4,,2,,,
Ottawa,"Robinson Township, Precinct 1",President,,Randall Terry,UST,2,0,2,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Jill Stein,GRN,4,1,3,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,3,1,2,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",President,,Under Votes,,9,1,7,,1,,,
Ottawa,"Robinson Township, Precinct 1",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,608,173,384,,51,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,1070,466,361,,243,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,23,12,8,,3,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Dave Stein,UST,7,2,4,,1,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,5,3,2,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,1,0,,1,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Under Votes,,30,11,14,,5,,,
Ottawa,"Robinson Township, Precinct 1",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Hillary Scholten,DEM,649,191,401,,57,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Paul Hudson,REP,1013,440,336,,237,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Alex Avery,LIB,21,11,6,,4,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Louis Palus,WCP,19,9,9,,1,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Under Votes,,42,16,21,,5,,,
Ottawa,"Robinson Township, Precinct 1",U.S. House,3,Over Votes,,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 1",State House,88,Tim Meyer,DEM,586,176,357,,53,,,
Ottawa,"Robinson Township, Precinct 1",State House,88,Greg VanWoerkom,REP,1096,468,384,,244,,,
Ottawa,"Robinson Township, Precinct 1",State House,88,Under Votes,,63,24,32,,7,,,
Ottawa,"Robinson Township, Precinct 1",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",Ballots Cast,,,,1211,,,,,,,
Ottawa,"Robinson Township, Precinct 2",Registered Voters,,,,1547,,,,,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Democratic Party,DEM,177,52,92,,33,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Republican Party,REP,474,241,141,,92,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Libertarian Party,LIB,6,4,1,,1,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Green Party,GRN,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Working Class Party,WCP,3,3,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Natural Law Party,NLP,1,0,1,,0,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Under Votes,,549,249,196,,104,,,
Ottawa,"Robinson Township, Precinct 2",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Kamala D. Harris,DEM,384,116,201,,67,,,
Ottawa,"Robinson Township, Precinct 2",President,,Donald J. Trump,REP,803,420,220,,163,,,
Ottawa,"Robinson Township, Precinct 2",President,,Chase Oliver,LIB,10,6,4,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Randall Terry,UST,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Jill Stein,GRN,2,0,2,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Robert F. Kennedy Jr.,NLP,3,2,1,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Joseph Kishore,NPA,1,0,1,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Under Votes,,7,5,2,,0,,,
Ottawa,"Robinson Township, Precinct 2",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Elissa Slotkin,DEM,375,113,196,,66,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Mike Rogers,REP,778,407,217,,154,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,15,8,4,,3,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Dave Stein,UST,9,5,3,,1,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,2,0,2,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,5,2,3,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Under Votes,,27,15,6,,6,,,
Ottawa,"Robinson Township, Precinct 2",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Hillary Scholten,DEM,392,125,198,,69,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Paul Hudson,REP,747,388,210,,149,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Alex Avery,LIB,16,6,5,,5,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Louis Palus,WCP,21,14,5,,2,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Under Votes,,35,17,13,,5,,,
Ottawa,"Robinson Township, Precinct 2",U.S. House,3,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 2",State House,88,Tim Meyer,DEM,357,112,179,,66,,,
Ottawa,"Robinson Township, Precinct 2",State House,88,Greg VanWoerkom,REP,811,415,240,,156,,,
Ottawa,"Robinson Township, Precinct 2",State House,88,Under Votes,,43,23,12,,8,,,
Ottawa,"Robinson Township, Precinct 2",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Ballots Cast,,,,639,,,,,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Registered Voters,,,,881,,,,,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Democratic Party,DEM,98,33,56,,9,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Republican Party,REP,255,136,70,,49,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Libertarian Party,LIB,5,3,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Green Party,GRN,1,0,0,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Working Class Party,WCP,2,1,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Under Votes,,276,147,88,,41,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",Straight Party,,Over Votes,,1,0,0,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Kamala D. Harris,DEM,208,76,114,,18,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Donald J. Trump,REP,422,241,99,,82,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Chase Oliver,LIB,4,1,3,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Randall Terry,UST,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Jill Stein,GRN,2,1,0,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Robert F. Kennedy Jr.,NLP,1,0,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Under Votes,,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Elissa Slotkin,DEM,200,73,109,,18,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Mike Rogers,REP,408,228,98,,82,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Joseph Solis-Mullen,LIB,8,7,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Dave Stein,UST,4,3,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Douglas P. Marsh,GRN,2,1,0,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Doug Dern,NLP,2,0,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Under Votes,,15,9,6,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Hillary Scholten,DEM,206,76,112,,18,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Paul Hudson,REP,400,222,97,,81,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Alex Avery,LIB,5,5,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Louis Palus,WCP,7,5,1,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Under Votes,,21,13,7,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",U.S. House,3,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",State House,88,Tim Meyer,DEM,188,70,102,,16,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",State House,88,Greg VanWoerkom,REP,423,231,108,,84,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",State House,88,Under Votes,,28,20,7,,1,,,
Ottawa,"Robinson Township, Precinct 3 - GHAPS",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Ballots Cast,,,,598,,,,,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Registered Voters,,,,755,,,,,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Democratic Party,DEM,52,15,24,,13,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Republican Party,REP,308,160,90,,58,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Libertarian Party,LIB,2,1,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Green Party,GRN,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Working Class Party,WCP,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Under Votes,,235,122,78,,35,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Kamala D. Harris,DEM,125,43,59,,23,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Donald J. Trump,REP,460,251,126,,83,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Chase Oliver,LIB,4,0,4,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Randall Terry,UST,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Jill Stein,GRN,2,1,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Robert F. Kennedy Jr.,NLP,2,1,1,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Under Votes,,4,2,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",President,,Over Votes,,1,1,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Elissa Slotkin,DEM,120,40,58,,22,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Mike Rogers,REP,458,248,126,,84,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Joseph Solis-Mullen,LIB,5,3,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Dave Stein,UST,4,2,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Douglas P. Marsh,GRN,3,1,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Doug Dern,NLP,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Under Votes,,8,5,3,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Hillary Scholten,DEM,131,46,63,,22,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Paul Hudson,REP,447,240,125,,82,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Alex Avery,LIB,7,7,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Louis Palus,WCP,5,2,2,,1,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Under Votes,,8,4,3,,1,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",U.S. House,3,Over Votes,,0,0,0,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",State House,88,Tim Meyer,DEM,112,38,55,,19,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",State House,88,Greg VanWoerkom,REP,473,250,136,,87,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",State House,88,Under Votes,,13,11,2,,0,,,
Ottawa,"Robinson Township, Precinct 3 - ZPS",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Ballots Cast,,,,1706,,,,,,,
Ottawa,"Spring Lake Township, Precinct 1",Registered Voters,,,,2350,,,,,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Democratic Party,DEM,334,133,158,,43,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Republican Party,REP,532,219,211,,102,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Libertarian Party,LIB,5,3,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Green Party,GRN,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Working Class Party,WCP,3,3,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Natural Law Party,NLP,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Under Votes,,828,334,373,,121,,,
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Kamala D. Harris,DEM,814,294,422,,98,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Donald J. Trump,REP,851,380,307,,164,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Chase Oliver,LIB,9,6,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Randall Terry,UST,3,1,0,,2,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Jill Stein,GRN,6,4,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,8,5,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,,0,,,
